tract_id,job_totals,gravity
24510010100,75465,92065.0194818162
24510010200,9306,10883.18759891935
24510010300,6968,8380.445165210378
24510010400,89188,105696.0055514854
24510010500,6138,7562.130011997234
24510020100,17680,21651.29593234243
24510020200,16488,20648.95233948021
24510020300,596250,730703.5699629382
24510030100,67529,83668.84145844344
24510030200,693680,857042.9629786017
24510040100,5325012,6648973.693452127
24510040200,953360,1187683.1977632437
24510060100,3306,4162.693197061692
24510060200,15050,18923.48764775316
24510060300,5512,6950.476482261673
24510060400,823593,1037897.8491551622
24510070100,1720,2133.5289382879073
24510070200,5412,6866.0447046026065
24510070300,8388,10593.766981551691
24510070400,671086,843919.031121323
24510080101,21728,25603.100847737973
24510080102,12284,14810.212404946049
24510080200,23320,28443.670371000073
24510080301,1462,1807.688449061829
24510080302,7805,9695.708694930427
24510080400,8370,10635.043887370768
24510080500,15264,18418.330737068605
24510080600,1710,2086.6212459994003
24510080700,3072,3823.0859922887093
24510080800,4860,6068.754990910775
24510090100,5328,6595.716776177393
24510090200,13166,15508.10468663889
24510090300,12084,15060.98806279873
24510090400,26122,31767.452592409933
24510090500,41757,51085.67951351671
24510090600,594,710.1976214505002
24510090700,288,344.6524688229643
24510090800,38887,45557.44367653946
24510090900,6600,7932.730821173652
24510100100,15538,18060.323956925633
24510100200,7378,8822.659558334697
24510100300,145122,172707.85723353503
24510110100,104682,122639.89613747706
24510110200,118566,132552.33525073648
24510120100,4632,6092.446597861183
24510120201,13497,16511.836695225895
24510120202,319473,384050.8673581407
24510120300,22838,27764.453862554645
24510120400,7600,9220.908747773066
24510120500,45300,54481.905766027834
24510120600,103045,127098.91596453135
24510120700,166968,201675.22914961225
24510130100,2337,2822.0478715096942
24510130200,3696,4410.593023097067
24510130300,15045,18149.545044010436
24510130400,21520,25889.752543358336
24510130600,44835,55781.37093150257
24510130700,65379,79992.22450970866
24510130803,2492,3130.3246492232006
24510130804,33972,39885.15865764158
24510130805,3825,4568.963427780373
24510130806,14413,18007.015192846815
24510140100,45080,53483.61301664792
24510140200,14355,17201.831154946653
24510140300,9250,10864.431882529792
24510150100,13393,16345.251717342944
24510150200,3500,4246.440953761954
24510150300,5712,6787.956147608426
24510150400,39024,47486.393611829444
24510150500,76525,91869.89853401353
24510150600,15498,18008.252517812663
24510150701,5220,6579.325817849372
24510150702,1710,2050.991737029248
24510150800,7470,9283.04586887632
24510150900,714,895.3146368485086
24510151000,668,1336.0
24510151100,2695,3553.274511214083
24510151200,3591,4209.255379427325
24510151300,8100,9884.593272063123
24510160100,2070,2534.328974523938
24510160200,3976,4992.396251899916
24510160300,19800,24343.26436017007
24510160400,4160,5112.615408064608
24510160500,28006,33635.566477327964
24510160600,16767,20981.09263034866
24510160700,8448,9992.280311876411
24510160801,2346,2817.8848084816645
24510160802,936,1128.9574492998718
24510170100,203973,243405.06503864404
24510170200,409185,493283.37375616695
24510170300,5742,6969.588397024891
24510180300,53900,66361.74772586866
24510190100,12284,15339.64013945305
24510190200,4819,5817.432321496856
24510190300,5699,6753.002858825732
24510200100,73899,90985.99119299976
