tract_id,job_totals,gravity
24510010100,157896,210986.03581994705
24510010200,34122,42846.46704982763
24510010300,17554,22852.185691557286
24510010400,257429,329397.6509160011
24510010500,13860,18337.670346975236
24510020100,37180,49472.16284550209
24510020200,32289,43843.34581866446
24510020300,1113000,1506679.3368655252
24510030100,127165,172603.82220048763
24510030200,1231282,1685884.9204502625
24510040100,9318771,12826600.528652629
24510040200,1680297,2315497.366025777
24510060100,11136,14172.760904454912
24510060200,46550,59719.74269264529
24510060300,14456,18937.06358373738
24510060400,2080656,2744780.7759733987
24510070100,5762,7244.827048401675
24510070200,17952,22877.369223710764
24510070300,31688,40113.08237103429
24510070400,1848652,2411295.9997030064
24510080101,80122,98678.25931415499
24510080102,45816,56864.438254438486
24510080200,75260,94378.46153349782
24510080301,4658,5881.9787828725985
24510080302,28544,35628.395205689216
24510080400,26598,34004.23442018074
24510080500,46746,58981.122621251336
24510080600,5548,7043.061227514677
24510080700,9408,12115.454395045508
24510080800,13590,17574.70234650374
24510090100,28120,33926.69703568876
24510090200,50848,62491.598044590304
24510090300,66144,80581.74217584173
24510090400,103782,127757.02826124546
24510090500,177804,219751.62960258004
24510090600,2340,2886.383324916314
24510090700,2496,2873.789191143289
24510090800,153446,188708.06671783567
24510090900,19800,25244.185263180323
24510100100,63523,79033.88371314107
24510100200,17374,22629.09644448527
24510100300,322734,423952.5696355966
24510110100,215100,283062.43369712617
24510110200,990873,1185465.3370133871
24510120100,44583,52500.967923006356
24510120201,57260,70224.17423455848
24510120202,1432788,1732762.952663368
24510120300,91352,112609.10366736566
24510120400,29070,36300.74576286667
24510120500,140430,179266.06426549068
24510120600,420535,523886.16960739926
24510120700,667872,826076.3765266073
24510130100,8436,10586.740682684378
24510130200,12600,15818.18161891633
24510130300,44250,56568.879929285606
24510130400,78548,97997.55263714073
24510130600,275415,329469.3252027796
24510130700,368187,441096.7278055982
24510130803,16198,19237.025367411818
24510130804,191316,226714.55330054404
24510130805,16575,19869.057563831866
24510130806,121481,140061.71142100805
24510140100,171304,215950.29352702774
24510140200,45936,58598.21277259777
24510140300,33000,41269.54611296202
24510150100,32461,42594.41339034109
24510150200,10010,12870.24995544019
24510150300,27540,33759.54320053953
24510150400,152844,190521.08271544822
24510150500,370381,453017.7166838516
24510150600,51030,63478.237048388895
24510150701,34452,41645.38956259304
24510150702,7524,9265.984543853567
24510150800,46895,56199.181426886404
24510150900,5559,6598.216089318238
24510151000,10688,11829.886494591648
24510151100,30415,34974.35172448732
24510151200,18981,22615.99538351605
24510151300,40500,48543.11376591245
24510160100,4230,5669.747758783474
24510160200,8008,10834.749425418431
24510160300,41700,55675.57946891079
24510160400,9100,12055.071996128541
24510160500,55176,73671.90050687206
24510160600,33777,45734.157373804046
24510160700,23056,29688.009399590494
24510160801,5980,7773.304602218296
