tract_id,job_totals,gravity
24510010100,113778,142865.7355542819
24510010200,20022,23547.029581378345
24510010300,11524,14150.008155343177
24510010400,160133,193220.24036520324
24510010500,9405,11810.43381469875
24510020100,25740,32466.272704510237
24510020200,23129,29845.642115489507
24510020300,802950,1028895.2443128796
24510030100,92962,119600.8767424713
24510030200,910455,1179990.475297634
24510040100,7163409,9301026.325885413
24510040200,1287036,1667486.418859019
24510060100,5916,7363.047748174499
24510060200,26250,32676.055127855412
24510060300,9048,11379.492252962817
24510060400,1387104,1740056.161452554
24510070100,2924,3621.052783566961
24510070200,9900,12298.828701844723
24510070300,18174,22038.660795698594
24510070400,1177566,1468469.8480841052
24510080101,38024,45936.45956369879
24510080102,22244,27049.190651531248
24510080200,36570,45545.53711399027
24510080301,2448,3032.4525238208325
24510080302,13380,16630.59119447034
24510080400,15066,18774.876593828612
24510080500,24804,30387.925535988717
24510080600,3154,3830.618753155183
24510080700,5568,6885.932805743806
24510080800,7920,9965.48433333781
24510090100,12136,14439.976803161542
24510090200,25424,30238.891601992174
24510090300,27348,32912.944524715305
24510090400,48714,59156.81513188615
24510090500,83514,101089.6122509403
24510090600,1188,1417.0010586909887
24510090700,512,619.5779229874968
24510090800,71468,85238.2194200399
24510090900,11220,13694.181391683886
24510100100,36560,42518.06789905972
24510100200,11543,14212.182126804924
24510100300,218766,271295.26167135214
24510110100,149136,184412.86036309847
24510110200,465795,517027.8093132063
24510120100,13317,15992.57030531322
24510120201,26176,31683.47695985064
24510120202,571179,692129.5564939174
24510120300,40868,49853.93029647612
24510120400,15200,18255.36659330845
24510120500,90600,108534.2471318527
24510120600,206090,250054.38559203732
24510120700,310746,376326.6057659099
24510130100,4674,5603.390331155781
24510130200,6804,8189.222449643786
24510130300,27435,33256.25360280229
24510130400,41426,49707.443959224314
24510130600,108885,128837.71930149986
24510130700,137640,164954.20091569648
24510130803,5874,7015.732692133509
24510130804,66156,78553.95432976884
24510130805,6120,7433.936221973835
24510130806,32944,39248.51836726549
24510140100,105616,123708.399973268
24510140200,29986,35710.540998899116
24510140300,18750,22175.06128868677
24510150100,21111,26325.18503242545
24510150200,6020,7397.459680000248
24510150300,13872,16261.963167272163
24510150400,81300,97212.65771268912
24510150500,159172,189498.33865552256
24510150600,25704,30970.093750893662
24510150701,15399,18091.14721933788
24510150702,3705,4404.541527557145
24510150800,17015,20233.758359157273
24510150900,2040,2367.0933759765703
24510151000,668,1336.0
24510151100,7315,8722.408284972369
24510151200,7011,8302.570677385702
24510151300,14850,18235.315119497463
24510160100,3090,3889.019499391763
24510160200,5880,7514.715854152071
