E_TOTPOP,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EP_UNINSUR,E_DAYPOP,FIPS
-0.24891099283954338,-1.7836406076884475,-1.913199276389487,1.753252833941758,-1.3761431877761865,-1.6608098595189795,-1.3760823210270092,-1.9598594466988026,-1.540739470463313,-1.778965643772234,0.22704663390922894,-1.2019645317271401,-0.3625297698372846,-0.6396056900043349,-1.6564910273063957,-1.0079082672092488,-1.53758725591737,-0.8584442146820591,24510010300
-0.1688435320887045,-2.2027121941232646,-1.5110910870880037,1.3562852941790076,-0.4506531230380807,-0.8683137278683597,-1.1590163401407376,-2.14457847957436,-1.5145355183056435,-1.880313309570303,-1.1494334526842156,0.43267507514499637,-0.3625297698372846,-0.7420538541986299,-1.8245159028773084,-1.0079082672092488,-0.3880478385022483,0.4958599914259018,24510240400
-0.9745452916922004,-1.2923994920836446,-0.6986413922423015,1.661822905359743,-1.3226993810384002,-1.3875353100295038,-1.388942621649128,-1.1295582157992186,-1.651438044386163,-1.7818304153748923,-1.1494334526842156,-1.5563297825482165,-0.3625297698372846,-0.7420538541986299,-1.3730048816718896,-1.0079082672092488,-0.9199668019578972,-1.1974680923982237,24510261100
1.0572797292832372,-2.035929922236127,-1.1843820333241586,0.5621876168375338,-2.5090654132260948,-1.3306628556794315,-1.9003055117707712,-2.4178407749659643,-1.741773174913227,-1.2742178212261337,-0.4980092034577218,-1.5563297825482165,-0.3625297698372846,-1.4153336582388283,-2.1798741683774603,1.9344420452589317,-0.9582385639068839,1.066213184880776,24510271102
-0.011466247129304493,-1.5361634722979138,-1.7931921288005617,1.4820689449169746,-1.3761431877761865,-0.7756617052468485,-1.1083417815292071,-1.2799555091208277,-1.741773174913227,-1.8267205310992893,-0.4980092034577218,0.028184589382765295,-0.3625297698372846,-0.5445115228162466,-1.4281979815592827,-1.0079082672092488,-1.294047029493067,-0.22045182464103102,24510010200
0.04561735585480734,-2.1167491442643187,-1.385596855303933,2.144619535139435,-2.103707710772326,0.2137132282229957,-1.1209969775281283,-1.5754715052791266,-0.9811039132650734,-1.704870921340725,-0.33808435786015534,0.933376521382202,-0.3625297698372846,-0.221516606394154,-1.8126983850333716,-1.0079082672092488,-2.6482921130062542,0.7002488376948618,24510240200
0.2961295030777817,-1.817272771272012,-1.6461930403985592,1.9629474137254053,-1.058223939708767,-1.3306628556794315,-0.7573381715098099,-1.805820894697344,-1.3674245224403758,-1.8496052230599567,-0.33808435786015534,0.843604833950867,-0.3625297698372846,-0.7420538541986299,-1.732583490929034,-0.5090521763293279,-2.221229643529386,1.5322413174494254,24510240100
-0.680207143199574,-1.424050535821771,-2.1878833544525116,1.8504535730002811,-2.103707710772326,-1.0135714582638395,-1.0451968767340591,-1.7416794219197091,-1.6228083197109575,-1.5864114936900677,-1.1494334526842156,0.8650799882042293,-0.3625297698372846,-0.3728775566971327,-1.2583318981347535,-0.31729693252315505,-1.4863406235153123,-0.30087027438957065,24510240300
0.10394078624819571,-1.7836406076884475,-2.1878833544525116,1.6629200840758813,-1.431043873142925,0.24585778333227268,-1.6093236558628508,-1.395884436945126,-1.2134144925699533,-1.7746231118980527,-0.6820579307024185,0.07964731788141392,-0.3625297698372846,-1.4153336582388283,-1.5337331809201689,1.4884362892640433,-2.3794651318275197,0.12367405526659615,24510010100
0.49250209469183714,-0.8133810953617875,-1.355520957402526,1.353120620529397,-0.6560340971745772,-1.1672744575459428,-1.3760823210270092,-1.2799555091208277,-1.2134144925699533,-1.7597587385119278,-0.33808435786015534,-0.12607890991671233,-0.3625297698372846,-1.4153336582388283,-0.7994638890401791,-1.0079082672092488,-0.7042790459196513,0.7194157248037402,24510130600
-1.3864686596178952,-1.2050366913514778,-1.955427583800442,1.6106839193069777,-1.2878240749647996,-1.0385718898801912,-2.558033860917344,-1.055995621053639,-1.8748870059285927,-1.7702264286210616,0.22704663390922894,1.1133750240951534,-0.3625297698372846,-0.8529754537472553,-1.897651194873831,1.0746234962588304,-2.221229643529386,-0.3253322213410357,24510230300
