origin,dest,transit_time_current,transit_time_with_red_line
24510010100,24510270902,116.7018217,108.91569247
24510010100,24510270903,104.9151372,97.23164163
24510010100,24510271001,119.0499691,102.03623741999999
24510010100,24510271002,134.4717092,117.7324778
24510010100,24510271101,130.8481798,114.10894837000001
24510010100,24510271102,119.9337207,89.41689052999999
24510010100,24510271200,152.8525555,125.1284061
24510010100,24510271300,159.2593787,128.12421972
24510010100,24510271400,138.0436999,107.52686968
24510010100,24510271501,181.3539283,150.4063213
24510010100,24510271503,160.0897113,129.1421042
24510010100,24510271600,153.2724894,99.48441066999999
24510010100,24510271700,172.0251703,116.79588367999999
24510010100,24510271801,174.342659,118.33312461
24510010100,24510271802,167.4763164,108.35283172
24510010100,24510271900,177.8105588,124.02248003
24510010100,24510272003,203.9452288,149.83199233
24510010100,24510272004,213.805488,157.08903417
24510010100,24510272005,207.637564,153.84948528
24510010100,24510272006,193.8727894,140.08471068
24510010100,24510272007,203.6874853,148.34735141
24510010100,24510280101,194.4545338,135.33104914
24510010100,24510280102,182.2959005,114.31433312
24510010100,24510280200,182.6107886,108.60909962
24510010100,24510280301,164.2928577,83.67182824
24510010100,24510280302,167.5881912,85.77600998
24510010100,24510280401,183.9548714,42.396763609999994
24510010100,24510280402,145.4578902,41.416176799999995
24510010100,24510280403,167.2933064,68.06806562999999
24510010100,24510280404,144.9519626,40.13557736999999
24510010100,24510280500,57.71011635,37.740591460000005
24510010100,24510280600,77.75166228,22.942728109999997
24510010200,24510010100,35.71519626,23.34855572
24510010200,24510010200,0.0,0.0
24510010200,24510010300,43.94730621,31.28745188
24510010200,24510010400,33.49829273,33.49829273
24510010200,24510010500,49.04192503,33.007620456
24510010200,24510020100,48.02457205,30.799785869999997
24510010200,24510020200,52.99841649,27.197587029999998
24510010200,24510020300,47.3545912,25.558436609999998
24510010200,24510030100,57.96336267,33.92406757
24510010200,24510030200,60.32412624,32.06379509
24510010200,24510040100,76.15320977,31.0682042
24510010200,24510040200,86.33233692,35.64370031
24510010200,24510060100,49.08206045,45.88647047
24510010200,24510060200,53.15340879,47.96067295
24510010200,24510060300,53.67361466,40.91086283
24510010200,24510060400,58.54432155,41.31953537
24510010200,24510070100,54.85296271,52.03809517
24510010200,24510070200,63.34969469,52.55744437
24510010200,24510070300,70.32556108,53.1007749
24510010200,24510070400,67.88894449,47.93684229
24510010200,24510080101,92.37525547,86.97375952
24510010200,24510080102,91.30956961,74.08478343
24510010200,24510080200,79.37650272,67.52977002
24510010200,24510080301,72.49175827,59.72900643999999
24510010200,24510080302,65.76398134,60.42837814
24510010200,24510080400,69.3746631,56.61191126999999
24510010200,24510080500,84.62610027,66.12930983
24510010200,24510080600,83.38013709,59.90989732
24510010200,24510080700,79.30823703,55.78380507
24510010200,24510080800,74.83335402,51.363114249999995
24510010200,24510090100,130.9360324,112.94723314000001
24510010200,24510090200,115.4672594,98.24247319999999
24510010200,24510090300,119.4911257,102.1763262
24510010200,24510090400,106.3462075,86.55255901000001
24510010200,24510090500,108.2283041,88.50032574
24510010200,24510090600,103.7393593,86.51457309
24510010200,24510090700,146.4110765,107.10031922
24510010200,24510090800,105.6497352,76.50161559
24510010200,24510090900,88.7568736,62.42089749
24510010200,24510100100,95.75047717,61.3841497
24510010200,24510100200,77.24726977,50.926143409999995
24510010200,24510100300,81.62341191,49.08821418
24510010200,24510110100,85.78458619,47.05564221
24510010200,24510110200,100.148727,60.642181570000005
24510010200,24510120100,137.0720349,119.75723544
24510010200,24510120201,119.9783807,90.03679701
24510010200,24510120202,126.5508683,85.24621418
24510010200,24510120300,113.9510245,77.18184896
24510010200,24510120400,107.1284195,67.83629264
24510010200,24510120500,95.88359426,59.07570049
24510010200,24510120600,113.1542506,71.84959651
24510010200,24510120700,117.7835573,75.8133101
24510010200,24510130100,121.83559,67.53812958
24510010200,24510130200,111.0592842,69.09583874
24510010200,24510130300,119.2703226,60.58064392
24510010200,24510130400,130.6323358,67.74649056
24510010200,24510130600,134.7419414,92.83405295
24510010200,24510130700,147.6523672,107.59424636
24510010200,24510130803,158.6788223,117.96568958
24510010200,24510130804,144.4240387,104.61517193
24510010200,24510130805,182.3681764,123.79664579
24510010200,24510130806,182.8585309,128.84190557
24510010200,24510140100,109.7114527,64.80947592999999
24510010200,24510140200,107.2706588,60.757526758
24510010200,24510140300,132.8771486,59.671792679999996
24510010200,24510150100,123.5206386,50.315282618
24510010200,24510150200,131.857144,56.621329149999994
24510010200,24510150300,141.5075008,69.1796026
24510010200,24510150400,133.4126851,68.40537019
24510010200,24510150500,144.8563586,79.8490437
24510010200,24510150600,149.2881456,64.15785643
24510010200,24510150701,161.2205102,72.51024923
24510010200,24510150702,158.1455164,67.9831963
24510010200,24510150800,171.1903936,80.51285314
24510010200,24510150900,170.2581302,80.09581007
24510010200,24510151000,234.0408788,154.23257668000002
24510010200,24510151100,185.8466038,95.16906328
24510010200,24510151200,154.5792737,91.24990432999999
24510010200,24510151300,169.2925099,105.96314054
24510010200,24510160100,109.6220207,41.35738842
24510010200,24510160200,114.1836431,40.978287179999995
24510010200,24510160300,123.3895809,43.59336689
24510010200,24510160400,121.7520779,46.6984595
24510010200,24510160500,129.199224,44.615654840000005
24510010200,24510160600,137.2740429,41.41337145
24510010200,24510160700,148.1230052,52.26233377
24510010200,24510160801,162.3522552,49.61634635
24510010200,24510160802,172.7791747,47.80808167
24510010200,24510170100,93.16852465,44.08726271
24510010200,24510170200,98.85787887,52.344746877
24510010200,24510170300,104.5396768,46.25278656
24510010200,24510180300,100.2188456,37.78773361
24510010200,24510190100,106.9525254,37.25265745
24510010200,24510190200,112.4516458,44.34748501
24510010200,24510190300,106.942858,55.743010219999995
24510010200,24510200100,118.761443,42.09606256
24510010200,24510200200,135.9583193,44.4754157
24510010200,24510200300,120.5634633,53.809349906
24510010200,24510200400,122.3848474,48.23949863
24510010200,24510200500,120.8098907,62.54543487
24510010200,24510200600,134.8689967,65.42360352
24510010200,24510200701,155.5429212,55.81266668
24510010200,24510200702,151.6832604,53.09138153
24510010200,24510200800,148.3005656,74.80948162
24510010200,24510210100,96.41398672,59.077498320000004
24510010200,24510210200,109.9220566,65.32586003
24510010200,24510220100,79.72103754,33.65200679
24510010200,24510230100,97.8898225,61.081234030000005
24510010200,24510230200,106.0329325,72.71190565
24510010200,24510230300,101.5815152,64.77315873
24510010200,24510240100,110.9813615,76.73849244
24510010200,24510240200,97.75372563,64.43269873
24510010200,24510240300,87.59569197,54.13651743
24510010200,24510240400,101.2116575,67.89063063
24510010200,24510250101,179.2806129,90.18866276
24510010200,24510250102,168.4092163,81.08855595
24510010200,24510250103,155.5156464,92.26285856
24510010200,24510250203,151.9800185,113.28198479999999
24510010200,24510250204,148.97841,110.28037631999999
24510010200,24510250205,135.5934436,98.25695517999999
24510010200,24510250206,190.0575548,124.68776547
24510010200,24510250207,136.2100179,97.51198421
24510010200,24510250301,117.9273766,80.59088815999999
24510010200,24510250303,125.1092796,78.12550608000001
24510010200,24510250401,243.0958261,205.75933771
24510010200,24510250402,257.3544525,220.01796410999998
24510010200,24510250500,264.22447,226.88798161
24510010200,24510250600,294.9035463,257.52955912
24510010200,24510260101,155.0828575,138.41536233
24510010200,24510260102,141.1402443,124.62099173
24510010200,24510260201,107.1065273,101.8466803
24510010200,24510260202,96.45829441,91.561745918
24510010200,24510260203,116.5744562,103.51686174
24510010200,24510260301,88.24492458,83.34837609
24510010200,24510260302,84.08330401,78.7704022
24510010200,24510260303,99.43221774,90.76186871
24510010200,24510260401,80.54970325,73.03148216
24510010200,24510260402,102.2978778,89.58714539
24510010200,24510260403,98.64063166,84.04781543
24510010200,24510260404,53.95502931,45.794561619999996
24510010200,24510260501,59.78440233,41.25051906
24510010200,24510260604,52.21040892,50.24033972
24510010200,24510260605,53.18842816,53.18842816
24510010200,24510260700,42.73544947,21.67010433
24510010200,24510260800,7.729953671,7.729953671
24510010200,24510260900,28.74913033,24.503159
24510010200,24510261000,39.12875366,39.12875366
24510010200,24510261100,25.33890147,25.33890147
24510010200,24510270101,116.7478987,111.4880517
24510010200,24510270102,137.6436228,132.00241906
24510010200,24510270200,125.7529706,116.9404119
24510010200,24510270301,135.2833621,129.64215833
24510010200,24510270302,131.8344921,126.19328836999999
24510010200,24510270401,121.6431461,116.3832991
24510010200,24510270402,139.2372344,131.9318843
24510010200,24510270501,166.2684999,158.9631498
24510010200,24510270502,159.6380502,152.302467
24510010200,24510270600,152.4845384,141.93712924
24510010200,24510270701,168.9418183,156.71073607
24510010200,24510270702,163.1705968,152.62318765999999
24510010200,24510270703,173.288636,167.64743226000002
24510010200,24510270801,168.1010682,150.87628203
24510010200,24510270802,154.9544385,137.72965227
24510010200,24510270803,155.9803784,138.65295857
24510010200,24510270804,183.3878665,166.16308034
24510010200,24510270805,166.8188107,143.16713668
24510010200,24510270901,157.8719541,136.4572673
24510010200,24510270902,139.2629506,121.93553077
24510010200,24510270903,127.4762661,110.25147992999999
24510010200,24510271001,141.6110981,115.05607572
24510010200,24510271002,157.0328381,130.7523161
24510010200,24510271101,153.4093087,127.12878667000001
24510010200,24510271102,142.4948496,102.43672882999999
24510010200,24510271200,175.4136844,138.1482444
24510010200,24510271300,181.8205076,141.14405802000002
24510010200,24510271400,160.6048288,120.54670798000001
24510010200,24510271501,203.9150573,163.4261596
24510010200,24510271503,182.6508402,142.1619425
24510010200,24510271600,175.8336183,112.50424896999999
24510010200,24510271700,194.5862993,129.81572197999998
24510010200,24510271801,196.9037879,131.35296291
24510010200,24510271802,190.0374453,121.37267002
24510010200,24510271900,200.3716877,137.04231833
24510010200,24510272003,226.5063578,162.85183063
24510010200,24510272004,236.3666169,170.10887247
24510010200,24510272005,230.198693,166.86932358
24510010200,24510272006,216.4339184,153.10454898
24510010200,24510272007,226.2486142,161.36718971
24510010200,24510280101,217.0156627,148.35088744
24510010200,24510280102,204.8570294,127.33417142
24510010200,24510280200,205.1719176,121.62893792
24510010200,24510280301,186.8539866,96.69166654
24510010200,24510280302,190.1493202,98.79584828
24510010200,24510280401,206.5160003,55.416601910000004
24510010200,24510280402,168.0190191,54.436015100000006
24510010200,24510280403,189.8544354,81.08790393000001
24510010200,24510280404,167.5130915,53.155415670000004
24510010200,24510280500,80.27124528,50.76042976
24510010200,24510280600,100.31279119000001,35.962566409999994
24510010300,24510010100,19.17715033,18.267613580000003
24510010300,24510010200,43.23647715,31.28745188
24510010300,24510010300,0.0,0.0
24510010300,24510010400,15.10824395,15.10824395
24510010300,24510010500,12.91179407,12.91179407
24510010300,24510020100,14.2416341,14.2416341
24510010300,24510020200,16.86828552,16.86828552
24510010300,24510020300,15.49173823,15.48932769
24510010300,24510030100,24.18042472,24.146883684000002
24510010300,24510030200,26.54118829,26.53120149
24510010300,24510040100,42.37027182,25.987262060000003
24510010300,24510040200,52.54939897,30.562758170000002
24510010300,24510060100,28.66464215,28.66464215
24510010300,24510060200,24.59329382,24.59329382
24510010300,24510060300,17.5434837,17.5434837
24510010300,24510060400,24.72099449,24.72099449
24510010300,24510070100,32.17131554,32.17131554
24510010300,24510070200,29.19006524,29.19006524
24510010300,24510070300,36.50223402,36.50223402
24510010300,24510070400,34.06561742,34.06561742
24510010300,24510080101,66.44882471,66.30717574
24510010300,24510080102,57.48624255,57.48624255
24510010300,24510080200,44.16239089,44.16239089
24510010300,24510080301,36.36162731,36.36162731
24510010300,24510080302,43.34446138,43.344461379
24510010300,24510080400,33.24453214,33.24453214
24510010300,24510080500,50.80277321,50.77446343
24510010300,24510080600,49.55681002,49.41747316
24510010300,24510080700,45.48490996,45.37337771
24510010300,24510080800,41.01002695,40.87069009
24510010300,24510090100,97.11270535,96.34869226
24510010300,24510090200,81.64393232,81.64393231999999
24510010300,24510090300,85.66779861,85.57778532
24510010300,24510090400,72.52288043,72.49457065
24510010300,24510090500,74.40497708,74.3766673
24510010300,24510090600,69.91603221,69.91603221
24510010300,24510090700,112.6281385,102.01937708000001
24510010300,24510090800,71.82640811,71.42067345000001
24510010300,24510090900,54.93354653,54.89048373
24510010300,24510100100,61.96753922,56.303207560000004
24510010300,24510100200,43.42394271,43.32906744
24510010300,24510100300,50.07876497,44.007272040000004
24510010300,24510110100,52.00164824,41.974700070000004
24510010300,24510110200,66.36578903,55.56123943
24510010300,24510120100,103.2487079,103.15869456
24510010300,24510120201,86.1550536,84.26848014
24510010300,24510120202,92.76793032,80.16527204
24510010300,24510120300,80.16808657,72.10090682
24510010300,24510120400,73.34548156,62.755350500000006
24510010300,24510120500,62.10065631,53.99475835
24510010300,24510120600,79.37131265,66.76865437000001
24510010300,24510120700,84.00061934,70.73236796
24510010300,24510130100,88.05265201,62.457187440000006
24510010300,24510130200,77.27634625,64.0148966
24510010300,24510130300,85.48738461,55.49970178000001
24510010300,24510130400,96.84939789,62.66554842000001
24510010300,24510130600,100.9590034,87.75311081000001
24510010300,24510130700,113.8694292,102.51330422000001
24510010300,24510130803,124.8958843,112.88474744000001
24510010300,24510130804,110.6411008,99.53422979000001
24510010300,24510130805,148.5852384,118.71570365000001
24510010300,24510130806,149.075593,123.76096343
24510010300,24510140100,75.92851472,59.72853379
24510010300,24510140200,73.4877208,55.676584618
24510010300,24510140300,99.09421068,54.590850540000005
24510010300,24510150100,89.73770062,45.23434047800001
24510010300,24510150200,98.07420605,51.54038701
24510010300,24510150300,107.7245629,64.09866046
24510010300,24510150400,99.62974712,63.32442805000001
24510010300,24510150500,111.0734206,74.76810156
24510010300,24510150600,115.5052077,59.076914290000005
24510010300,24510150701,127.4375723,67.42930709
24510010300,24510150702,124.3625785,62.90225416
24510010300,24510150800,137.4074557,75.431911
24510010300,24510150900,136.4751922,75.01486793000001
24510010300,24510151000,200.2579408,149.15163454
24510010300,24510151100,152.0636658,90.08812114
24510010300,24510151200,120.7963357,86.16896219
24510010300,24510151300,135.5095719,100.88219840000001
24510010300,24510160100,75.8390827,36.27644628
24510010300,24510160200,80.40070518,35.897345040000005
24510010300,24510160300,89.60664292,38.51242475
24510010300,24510160400,87.96913997,41.61751736
24510010300,24510160500,95.41628608,39.5347127
24510010300,24510160600,103.4911049,36.33242931
24510010300,24510160700,114.3400672,47.18139163
24510010300,24510160801,128.5693172,44.53540421
24510010300,24510160802,138.9962367,42.72713953
24510010300,24510170100,59.3855867,39.00632057
24510010300,24510170200,65.07494092,47.263804737
24510010300,24510170300,70.75673883,41.17184442
24510010300,24510180300,66.4359076,32.70679147
24510010300,24510190100,73.1695875,32.17171531
24510010300,24510190200,78.6687078,39.26654287
24510010300,24510190300,73.15992005,50.66206808
24510010300,24510200100,84.97850508,37.01512042
24510010300,24510200200,102.1753814,39.39447356
24510010300,24510200300,86.78052538,48.728407766000004
24510010300,24510200400,88.60190942,43.15855649
24510010300,24510200500,87.02695276,57.46449273
24510010300,24510200600,101.0860587,60.34266138
24510010300,24510200701,121.7599832,50.73172454
24510010300,24510200702,117.9003224,48.01043939
24510010300,24510200800,114.5176277,69.72853948000001
24510010300,24510210100,62.63104877,53.99655618
24510010300,24510210200,76.13911867,60.244917889999996
24510010300,24510220100,45.93809959,28.57106465
24510010300,24510230100,64.10688455,56.00029189
24510010300,24510230200,72.24999459,67.63096351
24510010300,24510230300,67.79857727,59.69221659
24510010300,24510240100,77.19842353,71.6575503
24510010300,24510240200,63.97078768,59.35175659000001
24510010300,24510240300,53.81275402,49.05557529000001
24510010300,24510240400,67.42871958,62.80968849
24510010300,24510250101,145.497675,85.10772062000001
24510010300,24510250102,134.6262784,76.00761381000001
24510010300,24510250103,121.7327085,87.18191642
24510010300,24510250203,118.1970805,108.20104266
24510010300,24510250204,115.1954721,105.19943418
24510010300,24510250205,101.8105056,93.17601304
24510010300,24510250206,156.2746169,119.60682333
24510010300,24510250207,102.42708,92.43104207
24510010300,24510250301,84.14443861,75.50994602
24510010300,24510250303,91.32634163,73.04456394
24510010300,24510250401,209.3128881,200.67839557
24510010300,24510250402,223.5715146,214.93702197
24510010300,24510250500,230.441532,221.80703947
24510010300,24510250600,261.1206084,252.44861698
24510010300,24510260101,129.9904967,129.96518473
24510010300,24510260102,116.0478835,116.02257153
24510010300,24510260201,81.18009652,81.18009652
24510010300,24510260202,79.90559053,77.89552912799999
24510010300,24510260203,91.48209548,91.48209548
24510010300,24510260301,71.6922207,69.6821593
24510010300,24510260302,67.74445616,66.85870896
24510010300,24510260303,74.33985699,74.33985699
24510010300,24510260401,76.25160944,72.57829949
24510010300,24510260402,92.94789363,89.13396272
24510010300,24510260403,91.6063069,83.59463276
24510010300,24510260404,46.67729914,45.57787948
24510010300,24510260501,52.57673633,41.03383692
24510010300,24510260604,58.06630133,50.023657580000005
24510010300,24510260605,59.50428708,59.50428708
24510010300,24510260700,35.4577193,21.45342219
24510010300,24510260800,45.43616997,24.881826170000004
24510010300,24510260900,26.96465435,24.28647686
24510010300,24510261000,31.5920411,31.5920411
24510010300,24510261100,22.22440082,22.22440082
24510010300,24510270101,90.82146793,90.82146793
24510010300,24510270102,115.4038782,114.25900103
24510010300,24510270200,100.341871,100.341871
24510010300,24510270301,113.0436175,111.89874031
24510010300,24510270302,109.5947475,108.44987035
24510010300,24510270401,95.71671537,95.71671537
24510010300,24510270402,113.3108037,112.57459252000001
24510010300,24510270501,140.3420692,139.60585804
24510010300,24510270502,133.7116194,132.94517525
24510010300,24510270600,125.3385884,125.33858835999999
24510010300,24510270701,140.1121952,140.11219519899998
24510010300,24510270702,136.0246468,136.02464677999998
24510010300,24510270703,151.0488914,149.90401419
24510010300,24510270801,134.2777412,134.27774116
24510010300,24510270802,121.1311114,121.1311114
24510010300,24510270803,122.1570514,122.05441769
24510010300,24510270804,149.5645395,149.56453947
24510010300,24510270805,132.9954837,132.96764217999998
24510010300,24510270901,124.0486271,124.01277174999998
24510010300,24510270902,105.4396236,105.33698989
24510010300,24510270903,93.65293905,93.65293905
24510010300,24510271001,107.787771,107.50095454000001
24510010300,24510271002,123.2095111,121.48491099
24510010300,24510271101,119.5859816,117.86138156
24510010300,24510271102,108.7119117,97.35578669
24510010300,24510271200,141.5903573,133.06730226
24510010300,24510271300,148.0375696,136.06311588000003
24510010300,24510271400,126.8218908,115.46576584000002
24510010300,24510271501,170.1321193,158.34521746000001
24510010300,24510271503,148.8679023,137.08100036
24510010300,24510271600,142.0506804,107.42330683
24510010300,24510271700,160.8033613,124.73477984
24510010300,24510271801,163.12085,126.27202077
24510010300,24510271802,156.2545074,116.29172788
24510010300,24510271900,166.5887497,131.96137619
24510010300,24510272003,192.7234198,157.77088849
24510010300,24510272004,202.583679,165.02793033
24510010300,24510272005,196.415755,161.78838144000002
24510010300,24510272006,182.6509804,148.02360684
24510010300,24510272007,192.4656762,156.28624757
24510010300,24510280101,183.2327248,143.2699453
24510010300,24510280102,171.0740914,122.25322928
24510010300,24510280200,171.3889796,116.54799578000001
24510010300,24510280301,153.0710487,91.61072440000001
24510010300,24510280302,156.3663822,93.71490614000001
24510010300,24510280401,172.7330624,50.33565977000001
24510010300,24510280402,134.2360811,49.35507296
24510010300,24510280403,156.0714974,76.00696179
24510010300,24510280404,133.7301536,48.074473530000006
24510010300,24510280500,47.34619177,45.67948762
24510010300,24510280600,66.52985326000001,30.88162427
24510010400,24510010100,10.9371638,10.9371638
24510010400,24510010200,33.64276601,33.49829273
24510010400,24510010300,15.5192381,15.10824395
24510010400,24510010400,0.0,0.0
24510010400,24510010500,20.61385692,20.20286277
24510010400,24510020100,19.59650395,19.59650395
24510010400,24510020200,24.57034838,24.15935423
24510010400,24510020300,18.92652309,18.92652309
24510010400,24510030100,29.53529456,30.45612266
24510010400,24510030200,31.89605813,29.981120590000003
24510010400,24510040100,47.72514166,28.985529700000004
24510010400,24510040200,57.90426881,33.561025810000004
24510010400,24510060100,34.45410491,30.77280405
24510010400,24510060200,32.29535667,32.81378794
24510010400,24510060300,25.24554655,24.8345524
24510010400,24510060400,30.11625344,30.11625345
24510010400,24510070100,39.87337839,40.732365199
24510010400,24510070200,36.89212809,36.50292691
24510010400,24510070300,41.89749298,41.897492979999996
24510010400,24510070400,39.46087638,39.46087638
24510010400,24510080101,77.74729993,74.90753645000001
24510010400,24510080102,62.8815015,62.88150151
24510010400,24510080200,51.86445375,51.86445375
24510010400,24510080301,44.06369017,43.65269602
