h_geocode,w_geocode,job_totals
24510090200,24510271700,7
24510090200,24510271802,1
24510090200,24510272005,2
24510090200,24510272007,2
24510090200,24510280101,12
24510090200,24510280102,7
24510090200,24510280301,2
24510090200,24510280500,7
24510090300,24510010200,1
24510090300,24510010400,1
24510090300,24510020300,15
24510090300,24510030100,4
24510090300,24510030200,19
24510090300,24510040100,130
24510090300,24510040200,23
24510090300,24510060200,5
24510090300,24510060400,42
24510090300,24510070200,1
24510090300,24510070400,33
24510090300,24510080101,2
24510090300,24510080102,1
24510090300,24510080200,1
24510090300,24510080302,1
24510090300,24510080400,1
24510090300,24510090100,2
24510090300,24510090300,10
24510090300,24510090400,2
24510090300,24510090500,8
24510090300,24510090800,4
24510090300,24510090900,2
24510090300,24510100100,1
24510090300,24510100300,8
24510090300,24510110100,3
24510090300,24510110200,32
24510090300,24510120100,1
24510090300,24510120202,29
24510090300,24510120300,3
24510090300,24510120400,1
24510090300,24510120500,8
24510090300,24510120600,17
24510090300,24510120700,23
24510090300,24510130100,1
24510090300,24510130200,1
24510090300,24510130300,2
24510090300,24510130400,1
24510090300,24510130600,13
24510090300,24510130700,16
24510090300,24510130804,8
24510090300,24510130806,15
24510090300,24510140100,17
24510090300,24510140300,3
24510090300,24510150200,1
24510090300,24510150400,1
24510090300,24510150500,14
24510090300,24510150600,2
24510090300,24510151000,4
24510090300,24510160300,6
24510090300,24510160500,1
24510090300,24510160700,1
24510090300,24510170100,1
24510090300,24510170200,25
24510090300,24510170300,1
24510090300,24510180300,2
24510090300,24510200100,3
24510090300,24510200500,2
24510090300,24510200800,1
24510090300,24510210100,10
24510090300,24510210200,3
24510090300,24510220100,38
24510090300,24510230200,1
24510090300,24510230300,2
24510090300,24510240100,3
24510090300,24510240200,2
24510090300,24510240400,5
24510090300,24510250102,2
24510090300,24510250103,8
24510090300,24510250203,4
24510090300,24510250204,3
24510090300,24510250205,2
24510090300,24510250206,11
24510090300,24510250207,1
24510090300,24510250301,1
24510090300,24510250500,3
24510090300,24510250600,5
24510090300,24510260101,3
24510090300,24510260201,1
24510090300,24510260302,1
24510090300,24510260303,3
24510090300,24510260402,1
24510090300,24510260404,28
24510090300,24510260501,16
24510090300,24510260605,32
24510090300,24510260700,2
24510090300,24510260900,1
24510090300,24510261100,4
24510090300,24510270102,1
24510090300,24510270200,2
24510090300,24510270301,7
24510090300,24510270302,2
24510090300,24510270501,6
24510090300,24510270801,1
24510090300,24510270803,12
24510090300,24510270805,2
24510090300,24510270901,3
24510090300,24510270902,14
24510090300,24510270903,5
24510090300,24510271001,1
24510090300,24510271102,9
24510090300,24510271200,5
24510090300,24510271300,7
24510090300,24510271400,1
24510090300,24510271501,8
24510090300,24510271503,3
24510090300,24510271600,2
24510090300,24510271700,14
24510090300,24510271801,2
24510090300,24510271900,2
24510090300,24510272006,1
24510090300,24510272007,1
24510090300,24510280101,17
24510090300,24510280102,13
24510090300,24510280301,1
24510090300,24510280403,1
24510090300,24510280404,2
24510090300,24510280500,18
24510090300,24510280600,1
24510090400,24510010100,2
24510090400,24510010400,1
24510090400,24510020300,4
24510090400,24510030200,4
24510090400,24510040100,57
24510090400,24510040200,6
24510090400,24510060400,15
24510090400,24510070300,3
24510090400,24510070400,7
24510090400,24510080200,1
24510090400,24510080302,1
24510090400,24510080500,1
24510090400,24510090100,2
24510090400,24510090200,1
24510090400,24510090400,3
24510090400,24510090800,4
24510090400,24510100100,1
24510090400,24510100300,5
24510090400,24510110200,4
24510090400,24510120202,21
24510090400,24510120300,4
24510090400,24510120400,1
24510090400,24510120500,2
24510090400,24510120600,7
24510090400,24510120700,7
24510090400,24510130200,1
24510090400,24510130600,10
24510090400,24510130700,2
24510090400,24510130804,1
24510090400,24510130805,1
24510090400,24510130806,1
24510090400,24510140100,3
24510090400,24510150400,1
24510090400,24510150500,7
24510090400,24510150701,1
24510090400,24510160801,1
24510090400,24510170100,6
24510090400,24510170200,1
24510090400,24510170300,1
24510090400,24510200100,4
24510090400,24510200500,3
24510090400,24510200701,1
24510090400,24510200800,1
24510090400,24510210100,4
24510090400,24510210200,3
24510090400,24510220100,18
24510090400,24510230200,2
24510090400,24510240100,5
24510090400,24510240200,1
24510090400,24510240300,1
24510090400,24510240400,2
24510090400,24510250103,1
24510090400,24510250203,3
24510090400,24510250206,6
24510090400,24510250207,3
24510090400,24510250500,3
24510090400,24510250600,3
24510090400,24510260203,3
24510090400,24510260301,1
24510090400,24510260303,2
24510090400,24510260404,3
24510090400,24510260501,7
24510090400,24510260605,23
24510090400,24510260700,1
24510090400,24510260800,1
24510090400,24510260900,2
24510090400,24510270302,1
24510090400,24510270401,1
24510090400,24510270501,5
24510090400,24510270502,1
24510090400,24510270600,2
24510090400,24510270803,10
24510090400,24510270901,1
24510090400,24510270902,7
24510090400,24510270903,4
24510090400,24510271101,2
24510090400,24510271200,6
24510090400,24510271300,2
24510090400,24510271400,4
24510090400,24510271600,3
24510090400,24510271700,7
24510090400,24510271802,3
24510090400,24510272004,1
24510090400,24510272005,1
24510090400,24510280101,5
24510090400,24510280102,13
24510090400,24510280301,1
24510090400,24510280500,4
24510090500,24510010100,2
24510090500,24510010200,3
24510090500,24510020300,8
24510090500,24510030200,12
24510090500,24510040100,46
24510090500,24510040200,1
24510090500,24510060400,26
24510090500,24510070400,8
24510090500,24510080101,1
24510090500,24510080102,2
24510090500,24510080302,2
24510090500,24510080400,1
24510090500,24510090300,6
24510090500,24510090400,1
24510090500,24510090500,5
24510090500,24510090800,2
24510090500,24510100300,3
24510090500,24510110100,1
24510090500,24510110200,18
24510090500,24510120202,23
24510090500,24510120500,5
24510090500,24510120600,8
24510090500,24510120700,20
24510090500,24510130600,5
24510090500,24510130700,6
24510090500,24510130804,1
24510090500,24510130805,1
24510090500,24510140100,2
24510090500,24510150100,1
24510090500,24510150400,2
24510090500,24510150500,6
24510090500,24510151300,1
24510090500,24510160200,1
24510090500,24510160600,1
24510090500,24510160700,1
24510090500,24510170100,5
24510090500,24510170200,7
24510090500,24510180300,2
24510090500,24510200100,1
24510090500,24510200500,3
24510090500,24510200701,1
24510090500,24510210100,5
24510090500,24510210200,3
24510090500,24510220100,11
24510090500,24510230100,1
24510090500,24510230300,2
24510090500,24510240100,1
24510090500,24510250103,2
24510090500,24510250205,5
24510090500,24510250206,6
24510090500,24510250500,1
24510090500,24510250600,2
24510090500,24510260101,1
24510090500,24510260102,1
24510090500,24510260303,1
24510090500,24510260402,1
24510090500,24510260403,2
24510090500,24510260404,2
24510090500,24510260501,12
24510090500,24510260605,20
24510090500,24510260800,1
24510090500,24510260900,2
24510090500,24510270200,2
24510090500,24510270301,4
24510090500,24510270401,1
24510090500,24510270701,3
24510090500,24510270803,5
24510090500,24510270805,5
24510090500,24510270902,2
24510090500,24510270903,1
24510090500,24510271102,1
24510090500,24510271200,3
24510090500,24510271300,3
24510090500,24510271501,3
24510090500,24510271600,6
24510090500,24510271700,5
24510090500,24510272007,1
24510090500,24510280101,2
24510090500,24510280102,2
24510090500,24510280500,3
24510090600,24510010100,1
24510090600,24510010400,3
24510090600,24510020300,11
24510090600,24510030100,5
24510090600,24510030200,9
24510090600,24510040100,101
24510090600,24510040200,2
24510090600,24510060400,21
24510090600,24510070400,13
24510090600,24510080101,6
24510090600,24510080200,4
24510090600,24510080700,3
24510090600,24510090300,4
24510090600,24510090500,9
24510090600,24510090600,3
24510090600,24510090700,1
24510090600,24510090800,4
24510090600,24510100300,6
24510090600,24510110200,7
24510090600,24510120202,15
24510090600,24510120500,2
24510090600,24510120600,10
24510090600,24510120700,9
24510090600,24510130300,1
24510090600,24510130600,4
24510090600,24510130700,9
24510090600,24510130804,1
24510090600,24510130805,1
24510090600,24510130806,1
24510090600,24510140100,2
24510090600,24510140200,2
24510090600,24510140300,1
24510090600,24510150400,1
24510090600,24510150500,14
24510090600,24510150600,1
24510090600,24510151000,1
24510090600,24510151100,2
24510090600,24510160300,1
24510090600,24510160500,2
24510090600,24510160700,1
24510090600,24510170100,6
24510090600,24510170200,6
24510090600,24510200100,2
24510090600,24510200200,2
24510090600,24510200300,1
24510090600,24510200600,1
24510090600,24510200800,1
24510090600,24510210100,8
24510090600,24510210200,9
24510090600,24510220100,14
24510090600,24510230100,1
24510090600,24510230200,2
24510090600,24510230300,1
24510090600,24510240100,3
24510090600,24510240200,3
24510090600,24510250103,10
24510090600,24510250203,4
24510090600,24510250204,1
24510090600,24510250205,1
24510090600,24510250207,6
24510090600,24510250303,1
24510090600,24510250401,1
24510090600,24510250500,5
24510090600,24510250600,9
24510090600,24510260101,3
24510090600,24510260201,4
24510090600,24510260303,1
24510090600,24510260402,1
24510090600,24510260404,27
24510090600,24510260501,10
24510090600,24510260605,28
24510090600,24510260700,3
24510090600,24510260800,1
24510090600,24510260900,1
24510090600,24510261000,1
24510090600,24510270200,1
24510090600,24510270302,3
24510090600,24510270401,3
24510090600,24510270501,2
24510090600,24510270502,1
24510090600,24510270702,3
24510090600,24510270803,3
24510090600,24510270901,3
24510090600,24510270902,12
24510090600,24510271101,3
24510090600,24510271200,4
24510090600,24510271400,1
24510090600,24510271501,3
24510090600,24510271503,3
24510090600,24510271700,4
24510090600,24510271801,1
24510090600,24510271802,1
24510090600,24510271900,3
24510090600,24510272007,8
24510090600,24510280101,9
24510090600,24510280102,12
24510090600,24510280404,1
24510090600,24510280500,3
24510090600,24510280600,1
24510090700,24510010100,2
24510090700,24510010400,1
24510090700,24510020200,1
24510090700,24510020300,3
24510090700,24510030100,1
24510090700,24510030200,3
24510090700,24510040100,65
24510090700,24510040200,5
24510090700,24510060100,1
24510090700,24510060200,1
24510090700,24510060400,22
24510090700,24510070200,1
24510090700,24510070400,4
24510090700,24510080102,2
24510090700,24510080302,2
24510090700,24510080500,4
24510090700,24510090100,1
24510090700,24510090200,2
24510090700,24510090300,1
24510090700,24510090400,2
24510090700,24510090500,4
24510090700,24510090700,1
24510090700,24510090800,7
24510090700,24510100100,2
24510090700,24510100200,1
24510090700,24510100300,3
24510090700,24510110200,10
24510090700,24510120100,2
24510090700,24510120201,2
24510090700,24510120202,7
24510090700,24510120300,3
24510090700,24510120600,7
24510090700,24510120700,7
24510090700,24510130400,1
24510090700,24510130600,4
24510090700,24510130700,5
24510090700,24510130804,1
24510090700,24510130806,5
24510090700,24510140100,2
24510090700,24510140200,2
24510090700,24510150100,1
24510090700,24510150300,1
24510090700,24510150400,2
24510090700,24510150500,5
24510090700,24510151000,2
24510090700,24510151300,1
24510090700,24510160200,1
24510090700,24510160500,1
24510090700,24510170100,1
24510090700,24510170200,4
24510090700,24510190100,2
24510090700,24510190200,1
24510090700,24510200100,1
24510090700,24510200500,1
24510090700,24510210100,15
24510090700,24510210200,2
24510090700,24510220100,21
24510090700,24510230100,1
24510090700,24510240100,1
24510090700,24510240200,2
24510090700,24510240400,1
24510090700,24510250103,3
24510090700,24510250203,2
24510090700,24510250205,1
24510090700,24510250206,5
24510090700,24510250207,4
24510090700,24510250301,1
24510090700,24510250303,3
24510090700,24510250600,6
24510090700,24510260201,6
24510090700,24510260203,1
24510090700,24510260303,2
24510090700,24510260401,3
24510090700,24510260402,1
24510090700,24510260404,22
24510090700,24510260501,12
24510090700,24510260605,44
24510090700,24510260700,2
24510090700,24510260900,1
24510090700,24510261000,1
24510090700,24510270301,3
24510090700,24510270401,3
24510090700,24510270402,1
24510090700,24510270501,1
24510090700,24510270600,8
24510090700,24510270803,9
24510090700,24510270901,2
24510090700,24510270902,22
24510090700,24510271101,4
24510090700,24510271102,3
24510090700,24510271200,1
24510090700,24510271300,2
24510090700,24510271501,4
24510090700,24510271600,1
24510090700,24510271700,9
24510090700,24510271801,1
24510090700,24510271802,2
24510090700,24510272003,1
24510090700,24510272007,1
24510090700,24510280101,2
24510090700,24510280102,5
24510090700,24510280200,2
24510090700,24510280401,3
24510090700,24510280402,1
24510090700,24510280403,3
24510090700,24510280404,1
24510090700,24510280500,4
24510090700,24510280600,2
24510090800,24510010100,3
24510090800,24510010300,1
24510090800,24510010400,4
24510090800,24510020200,1
24510090800,24510020300,3
24510090800,24510030100,3
24510090800,24510030200,3
24510090800,24510040100,65
24510090800,24510040200,5
24510090800,24510060400,18
24510090800,24510070300,1
24510090800,24510070400,3
24510090800,24510080101,2
24510090800,24510080102,1
24510090800,24510080400,3
24510090800,24510080500,1
24510090800,24510090200,2
24510090800,24510090300,2
24510090800,24510090500,5
24510090800,24510090800,14
24510090800,24510090900,1
24510090800,24510100300,3
24510090800,24510110200,7
24510090800,24510120100,2
24510090800,24510120202,14
24510090800,24510120300,5
24510090800,24510120400,1
24510090800,24510120500,1
24510090800,24510120600,11
24510090800,24510120700,21
24510090800,24510130300,1
24510090800,24510130400,2
24510090800,24510130600,2
24510090800,24510130700,4
24510090800,24510130806,1
24510090800,24510140100,2
24510090800,24510140300,2
24510090800,24510150100,1
24510090800,24510150400,3
24510090800,24510150500,6
24510090800,24510150701,1
24510090800,24510151000,2
24510090800,24510151300,1
24510090800,24510160500,1
24510090800,24510170100,4
24510090800,24510170200,9
24510090800,24510170300,1
24510090800,24510200100,1
24510090800,24510200500,2
24510090800,24510200701,1
24510090800,24510210100,18
24510090800,24510210200,4
24510090800,24510220100,15
24510090800,24510230100,2
24510090800,24510230200,1
24510090800,24510240200,3
24510090800,24510240400,1
24510090800,24510250103,4
24510090800,24510250203,1
24510090800,24510250205,9
24510090800,24510250206,11
24510090800,24510250207,5
24510090800,24510250301,1
24510090800,24510250303,1
24510090800,24510250401,2
24510090800,24510250500,14
24510090800,24510250600,7
24510090800,24510260101,2
24510090800,24510260102,1
24510090800,24510260201,2
24510090800,24510260202,1
24510090800,24510260203,1
24510090800,24510260302,1
24510090800,24510260303,1
24510090800,24510260401,1
24510090800,24510260404,15
24510090800,24510260501,9
24510090800,24510260605,17
24510090800,24510260700,1
24510090800,24510260900,4
24510090800,24510261000,1
24510090800,24510270302,2
24510090800,24510270401,2
24510090800,24510270501,1
24510090800,24510270502,2
24510090800,24510270701,2
24510090800,24510270805,2
24510090800,24510270901,2
24510090800,24510270902,3
24510090800,24510270903,4
24510090800,24510271002,1
24510090800,24510271102,3
24510090800,24510271300,2
24510090800,24510271400,1
24510090800,24510271501,3
24510090800,24510271700,4
24510090800,24510271802,2
24510090800,24510272003,2
24510090800,24510272007,1
24510090800,24510280101,2
24510090800,24510280102,6
24510090800,24510280301,1
24510090800,24510280403,3
24510090800,24510280500,5
24510090900,24510010200,1
24510090900,24510010300,2
24510090900,24510010400,5
24510090900,24510020300,3
24510090900,24510030100,4
24510090900,24510030200,4
24510090900,24510040100,75
24510090900,24510040200,14
24510090900,24510060400,38
24510090900,24510070200,3
24510090900,24510070300,1
24510090900,24510070400,8
24510090900,24510080101,1
24510090900,24510080102,1
24510090900,24510080200,3
24510090900,24510080302,1
24510090900,24510080700,2
24510090900,24510090100,1
24510090900,24510090400,3
24510090900,24510090500,1
24510090900,24510090900,2
24510090900,24510100300,5
24510090900,24510110200,3
24510090900,24510120100,2
24510090900,24510120202,9
24510090900,24510120300,1
24510090900,24510120400,1
24510090900,24510120500,2
24510090900,24510120600,4
24510090900,24510120700,8
24510090900,24510130400,1
24510090900,24510130600,1
24510090900,24510130700,5
24510090900,24510130804,4
24510090900,24510130805,1
24510090900,24510130806,3
24510090900,24510150400,2
24510090900,24510150500,4
24510090900,24510150701,2
24510090900,24510160500,1
24510090900,24510160600,1
24510090900,24510160700,2
24510090900,24510170100,3
24510090900,24510170200,4
24510090900,24510200100,2
24510090900,24510200500,1
24510090900,24510200800,1
24510090900,24510210100,12
24510090900,24510210200,9
24510090900,24510220100,14
24510090900,24510230200,2
24510090900,24510230300,3
24510090900,24510240100,3
24510090900,24510240400,3
24510090900,24510250103,5
24510090900,24510250203,5
24510090900,24510250204,1
24510090900,24510250205,3
24510090900,24510250206,4
24510090900,24510250207,1
24510090900,24510250301,2
24510090900,24510250500,2
24510090900,24510250600,1
24510090900,24510260101,2
24510090900,24510260303,2
24510090900,24510260401,1
24510090900,24510260402,2
24510090900,24510260404,14
24510090900,24510260501,9
24510090900,24510260605,29
24510090900,24510260700,3
24510090900,24510260900,3
24510090900,24510270200,2
24510090900,24510270502,2
24510090900,24510270600,3
24510090900,24510270702,1
24510090900,24510270803,1
24510090900,24510270804,1
24510090900,24510270902,6
24510090900,24510270903,1
24510090900,24510271001,1
24510090900,24510271300,1
24510090900,24510271400,1
24510090900,24510271501,2
24510090900,24510271700,8
24510090900,24510271802,1
24510090900,24510272003,1
24510090900,24510272006,1
24510090900,24510272007,2
24510090900,24510280101,2
24510090900,24510280102,13
24510090900,24510280200,1
24510090900,24510280403,2
24510090900,24510280500,8
24510090900,24510280600,1
24510100100,24510010100,2
24510100100,24510010400,2
24510100100,24510020300,7
24510100100,24510030100,1
24510100100,24510030200,8
24510100100,24510040100,58
24510100100,24510040200,15
24510100100,24510060200,1
24510100100,24510060400,21
24510100100,24510070400,4
24510100100,24510080101,2
24510100100,24510080400,1
24510100100,24510080500,1
24510100100,24510080800,2
24510100100,24510090100,1
24510100100,24510090800,4
24510100100,24510100100,4
24510100100,24510100200,1
24510100100,24510100300,7
24510100100,24510110100,1
24510100100,24510110200,8
24510100100,24510120202,9
24510100100,24510120600,8
24510100100,24510120700,10
24510100100,24510130300,1
24510100100,24510130600,1
24510100100,24510130700,2
24510100100,24510130804,1
24510100100,24510140100,3
24510100100,24510140200,1
24510100100,24510150400,1
24510100100,24510150500,7
24510100100,24510150701,2
24510100100,24510151100,1
24510100100,24510151200,1
24510100100,24510160300,1
24510100100,24510170100,12
24510100100,24510170200,7
24510100100,24510170300,1
24510100100,24510200100,1
24510100100,24510200400,2
24510100100,24510200500,1
24510100100,24510210100,8
24510100100,24510210200,10
24510100100,24510220100,16
24510100100,24510230300,2
24510100100,24510240100,2
24510100100,24510240400,2
24510100100,24510250101,1
24510100100,24510250102,1
24510100100,24510250103,7
24510100100,24510250205,7
24510100100,24510250206,5
24510100100,24510250207,1
24510100100,24510250301,1
24510100100,24510250500,4
24510100100,24510250600,4
24510100100,24510260202,1
24510100100,24510260203,1
24510100100,24510260402,1
24510100100,24510260404,5
24510100100,24510260501,14
24510100100,24510260605,18
24510100100,24510260700,1
24510100100,24510260800,1
24510100100,24510260900,5
24510100100,24510270301,3
24510100100,24510270401,2
24510100100,24510270402,1
24510100100,24510270600,6
24510100100,24510270803,3
24510100100,24510270902,1
24510100100,24510271002,1
24510100100,24510271101,1
24510100100,24510271102,1
24510100100,24510271400,2
24510100100,24510271501,3
24510100100,24510271503,2
24510100100,24510271700,5
24510100100,24510271802,1
24510100100,24510271900,3
24510100100,24510272003,3
24510100100,24510280101,8
24510100100,24510280102,13
24510100100,24510280404,1
24510100100,24510280500,4
24510100100,24510280600,1
24510100200,24510010100,2
24510100200,24510020300,6
24510100200,24510030100,6
24510100200,24510030200,3
24510100200,24510040100,62
24510100200,24510040200,4
24510100200,24510060300,1
24510100200,24510060400,14
24510100200,24510070300,1
24510100200,24510070400,13
24510100200,24510080102,1
24510100200,24510080200,3
24510100200,24510080500,3
24510100200,24510090100,1
24510100200,24510090500,3
24510100200,24510090800,1
24510100200,24510100100,1
24510100200,24510100300,4
24510100200,24510110200,6
24510100200,24510120202,5
24510100200,24510120300,1
24510100200,24510120500,2
24510100200,24510120600,2
24510100200,24510120700,3
24510100200,24510130300,1
24510100200,24510130400,1
24510100200,24510130600,2
24510100200,24510130700,2
24510100200,24510150100,2
24510100200,24510150300,1
24510100200,24510150400,2
24510100200,24510150500,5
24510100200,24510150600,1
24510100200,24510151000,1
24510100200,24510151200,1
24510100200,24510151300,1
24510100200,24510160300,2
24510100200,24510170200,2
24510100200,24510180300,1
24510100200,24510200200,1
24510100200,24510210100,9
24510100200,24510210200,5
24510100200,24510220100,15
24510100200,24510230300,1
24510100200,24510240100,1
24510100200,24510240200,5
24510100200,24510240300,1
24510100200,24510250103,4
24510100200,24510250203,1
24510100200,24510250205,1
24510100200,24510250206,5
24510100200,24510250207,2
24510100200,24510250303,1
24510100200,24510250500,2
24510100200,24510250600,2
24510100200,24510260102,2
24510100200,24510260402,4
24510100200,24510260404,18
24510100200,24510260501,9
24510100200,24510260605,11
24510100200,24510260700,2
24510100200,24510260800,1
24510100200,24510270301,2
24510100200,24510270302,1
24510100200,24510270502,2
24510100200,24510270600,3
24510100200,24510270803,1
24510100200,24510270902,7
24510100200,24510270903,1
24510100200,24510271300,2
24510100200,24510271400,1
24510100200,24510271501,1
24510100200,24510271700,4
24510100200,24510271802,4
24510100200,24510272007,1
24510100200,24510280101,11
24510100200,24510280102,4
24510100200,24510280403,1
24510100200,24510280404,1
24510100200,24510280500,2
24510100300,24510020300,2
24510100300,24510030100,2
24510100300,24510040100,6
24510100300,24510060400,8
24510100300,24510070400,2
24510100300,24510090100,1
24510100300,24510100300,1
24510100300,24510110200,2
24510100300,24510120202,1
24510100300,24510120300,1
24510100300,24510130600,1
24510100300,24510150701,1
24510100300,24510160300,1
24510100300,24510200500,1
24510100300,24510210100,2
24510100300,24510240100,2
24510100300,24510250103,2
24510100300,24510250205,2
24510100300,24510260404,3
24510100300,24510260501,4
24510100300,24510260605,1
24510100300,24510270101,2
24510100300,24510270702,1
24510100300,24510271700,1
24510100300,24510280101,1
24510110100,24510010400,2
24510110100,24510020300,21
24510110100,24510030200,19
24510110100,24510040100,175
24510110100,24510040200,62
24510110100,24510060400,66
24510110100,24510070400,101
24510110100,24510080101,5
24510110100,24510080500,3
24510110100,24510080800,1
24510110100,24510090200,2
24510110100,24510090300,1
24510110100,24510090500,3
24510110100,24510100200,2
24510110100,24510100300,2
24510110100,24510110100,50
24510110100,24510110200,105
24510110100,24510120100,1
24510110100,24510120201,1
24510110100,24510120202,52
24510110100,24510120400,3
24510110100,24510120500,7
24510110100,24510120600,5
24510110100,24510120700,16
24510110100,24510130200,1
24510110100,24510130300,1
24510110100,24510130400,2
24510110100,24510130600,8
24510110100,24510130700,10
24510110100,24510130803,1
24510110100,24510130804,11
24510110100,24510130805,2
24510110100,24510130806,12
24510110100,24510140100,10
24510110100,24510150400,3
24510110100,24510150500,7
24510110100,24510150600,1
24510110100,24510151000,5
24510110100,24510151300,1
24510110100,24510170100,5
24510110100,24510170200,9
24510110100,24510180300,2
24510110100,24510190100,1
24510110100,24510200100,1
24510110100,24510200701,1
24510110100,24510200800,1
24510110100,24510210100,10
24510110100,24510210200,11
24510110100,24510220100,25
24510110100,24510230200,8
24510110100,24510230300,2
24510110100,24510240100,13
24510110100,24510240200,4
24510110100,24510240300,1
24510110100,24510240400,5
24510110100,24510250103,3
24510110100,24510250203,3
24510110100,24510250204,1
24510110100,24510250205,3
24510110100,24510260101,1
24510110100,24510260302,1
24510110100,24510260404,9
24510110100,24510260501,14
24510110100,24510260605,30
24510110100,24510260700,2
24510110100,24510260900,4
24510110100,24510270200,2
24510110100,24510270301,2
24510110100,24510270802,1
24510110100,24510270803,1
24510110100,24510270902,5
24510110100,24510271002,1
24510110100,24510271102,3
24510110100,24510271200,5
24510110100,24510271300,4
24510110100,24510271400,2
24510110100,24510271501,7
24510110100,24510271503,4
24510110100,24510271700,9
24510110100,24510271900,1
24510110100,24510272007,1
24510110100,24510280101,1
24510110100,24510280102,9
24510110100,24510280301,1
24510110100,24510280403,1
24510110100,24510280500,10
24510110100,24510280600,1
24510110200,24510010200,4
24510110200,24510010400,3
24510110200,24510020200,1
24510110200,24510020300,25
24510110200,24510030100,5
24510110200,24510030200,46
24510110200,24510040100,268
24510110200,24510040200,58
24510110200,24510060300,1
24510110200,24510060400,81
24510110200,24510070300,1
24510110200,24510070400,119
24510110200,24510080101,1
24510110200,24510080500,1
24510110200,24510090100,1
24510110200,24510090200,3
24510110200,24510090300,1
24510110200,24510090500,4
24510110200,24510090800,3
24510110200,24510100100,2
24510110200,24510100300,3
24510110200,24510110100,13
24510110200,24510110200,237
24510110200,24510120100,6
24510110200,24510120202,71
24510110200,24510120500,2
24510110200,24510120600,7
24510110200,24510120700,11
24510110200,24510130100,2
24510110200,24510130300,1
24510110200,24510130400,2
24510110200,24510130600,12
24510110200,24510130700,8
24510110200,24510130804,8
24510110200,24510130805,1
24510110200,24510130806,7
24510110200,24510140100,16
24510110200,24510140200,2
24510110200,24510140300,1
24510110200,24510150400,2
24510110200,24510150500,2
24510110200,24510150600,1
24510110200,24510151100,1
24510110200,24510151200,1
24510110200,24510151300,1
24510110200,24510160600,2
24510110200,24510160700,2
24510110200,24510170100,18
24510110200,24510170200,19
24510110200,24510170300,1
24510110200,24510180300,3
24510110200,24510190100,1
24510110200,24510200100,3
24510110200,24510200400,1
24510110200,24510200500,5
24510110200,24510200702,1
24510110200,24510200800,2
24510110200,24510210100,12
24510110200,24510210200,11
24510110200,24510220100,63
24510110200,24510230100,5
24510110200,24510230200,11
24510110200,24510230300,11
24510110200,24510240100,13
24510110200,24510240200,5
24510110200,24510240300,3
24510110200,24510240400,10
24510110200,24510250101,1
24510110200,24510250102,1
24510110200,24510250103,6
24510110200,24510250203,1
24510110200,24510250207,2
24510110200,24510250303,4
24510110200,24510250500,2
24510110200,24510250600,6
24510110200,24510260201,2
24510110200,24510260401,1
24510110200,24510260404,6
24510110200,24510260501,36
24510110200,24510260605,34
24510110200,24510260900,4
24510110200,24510261000,1
24510110200,24510270200,2
24510110200,24510270401,2
24510110200,24510270502,2
24510110200,24510270702,3
24510110200,24510270802,1
24510110200,24510270803,6
24510110200,24510270805,4
24510110200,24510270901,1
24510110200,24510270902,6
24510110200,24510271101,1
24510110200,24510271102,5
24510110200,24510271200,3
24510110200,24510271300,7
24510110200,24510271400,5
24510110200,24510271501,26
24510110200,24510271503,1
24510110200,24510271700,6
24510110200,24510271801,1
24510110200,24510272005,1
24510110200,24510280101,5
24510110200,24510280102,11
24510110200,24510280200,1
24510110200,24510280401,1
24510110200,24510280402,1
24510110200,24510280403,3
24510110200,24510280500,10
24510110200,24510280600,1
24510120100,24510010100,3
24510120100,24510010200,2
24510120100,24510020300,19
24510120100,24510030100,2
24510120100,24510030200,17
24510120100,24510040100,80
24510120100,24510040200,57
24510120100,24510060400,70
24510120100,24510070400,190
24510120100,24510080101,4
24510120100,24510080200,1
24510120100,24510080302,1
24510120100,24510080500,1
24510120100,24510090200,2
24510120100,24510090300,1
24510120100,24510090400,2
24510120100,24510090500,4
24510120100,24510090600,1
24510120100,24510090800,2
24510120100,24510100100,2
24510120100,24510100200,2
24510120100,24510100300,2
24510120100,24510110100,10
24510120100,24510110200,43
24510120100,24510120100,26
24510120100,24510120202,120
24510120100,24510120500,4
24510120100,24510120600,9
24510120100,24510120700,14
24510120100,24510130600,8
24510120100,24510130700,16
24510120100,24510130804,10
24510120100,24510130806,5
24510120100,24510140100,9
24510120100,24510140200,3
24510120100,24510150300,1
24510120100,24510150500,2
24510120100,24510150701,2
24510120100,24510151000,1
24510120100,24510160700,1
24510120100,24510170100,5
24510120100,24510170200,15
24510120100,24510190300,2
24510120100,24510200100,1
24510120100,24510210200,3
24510120100,24510220100,14
24510120100,24510230100,4
24510120100,24510230300,5
24510120100,24510240100,7
24510120100,24510240200,1
24510120100,24510240300,1
24510120100,24510240400,3
24510120100,24510250103,2
24510120100,24510250203,1
24510120100,24510250207,3
24510120100,24510250500,1
24510120100,24510250600,2
24510120100,24510260101,2
24510120100,24510260203,1
24510120100,24510260301,1
24510120100,24510260404,3
24510120100,24510260501,18
24510120100,24510260605,10
24510120100,24510260800,1
24510120100,24510260900,2
24510120100,24510270200,2
24510120100,24510270401,1
24510120100,24510270501,4
24510120100,24510270702,1
24510120100,24510270803,4
24510120100,24510270805,2
24510120100,24510270902,6
24510120100,24510270903,1
24510120100,24510271101,1
24510120100,24510271102,18
24510120100,24510271200,2
24510120100,24510271300,5
