tract_id,job_totals,gravity
24510010100,92880,115469.48878256379
24510010200,13536,16506.087634982225
24510010300,13132,16409.76682714986
24510010400,172295,215304.54770596797
24510010500,10395,13359.343303549658
24510020100,28340,36097.41547239994
24510020200,26106,33321.9933338283
24510020300,866550,1101745.9708963006
24510030100,101732,131047.60247605726
24510030200,1023178,1316907.5153544864
24510040100,8050911,10465798.150511196
24510040200,1489625,1913196.59630152
24510060100,8874,11352.21231201656
24510060200,36400,46939.09864124247
24510060300,12168,15596.004157098854
24510060400,1777227,2297544.4674046147
24510070100,4601,5850.997500616498
24510070200,14388,18456.934641077205
24510070300,26096,32976.27648933751
24510070400,1633398,2094203.3030163427
24510080101,74690,92730.8506435797
24510080102,39840,50242.93626252461
24510080200,64660,82203.30529500924
24510080301,3978,5055.520454539274
24510080302,23861,30305.032188849877
24510080400,22692,29193.789783253374
24510080500,41022,52177.60230286861
24510080600,4864,6182.457514116816
24510080700,8448,10801.67735214059
24510080800,11880,15315.881416729166
24510090100,27232,32876.66627292477
24510090200,47670,59160.01378513703
24510090300,62964,77058.57040312485
24510090400,89662,112677.34904724579
24510090500,165681,206373.28239386805
24510090600,2106,2635.9715762426176
24510090700,2336,2702.808847686031
24510090800,136630,169233.50804341884
24510090900,17556,22413.34547566522
24510100100,53469,66620.88966920774
24510100200,15113,19458.895339413786
24510100300,279414,361682.828654565
24510110100,183552,238473.56221486922
24510110200,787617,925926.5498765988
24510120100,44004,51832.48779075202
24510120201,51125,63493.014982642344
24510120202,1219806,1498995.3617518353
24510120300,78130,97436.21562212952
24510120400,25840,32274.36478647873
24510120500,122310,156063.57541821385
24510120600,373190,464212.73351318686
24510120700,598302,741942.3201637437
24510130100,7296,9095.570938820136
24510130200,11088,13895.440967430393
24510130300,38940,48883.89347119386
24510130400,67250,83230.44680287124
24510130600,230580,279793.8206058295
24510130700,354423,425105.9630334602
24510130803,16020,18986.477497459506
24510130804,177012,210995.6616692704
24510130805,16320,19567.304417966152
24510130806,121481,139824.9165457676
24510140100,150696,188361.07368294857
24510140200,39556,50089.6892339323
24510140300,26750,32426.9699711752
24510150100,27921,35104.71858065906
24510150200,8470,10565.180617352427
24510150300,21420,26376.424398660685
24510150400,127912,159226.07181622038
24510150500,309161,380497.482914575
24510150600,35532,44077.572142293626
24510150701,22185,27335.9510550464
24510150702,5016,6220.957624207262
24510150800,33615,40694.79535984492
24510150900,3927,4698.827123947875
24510151000,10020,11146.982235549842
24510151100,20790,24483.833664389676
24510151200,14877,18176.35582379334
24510151300,36000,43870.06993215183
24510160100,3630,4491.44764860081
24510160200,6720,8571.530562930722
24510160300,34800,43433.823587219966
24510160400,7800,9813.4162855429
24510160500,44726,54692.23248303964
24510160600,22842,28684.324363060314
24510160700,14080,17483.802647762073
24510160801,2806,3460.836477746828
24510160802,918,1094.8490033773362
24510170100,352317,453647.6958769594
24510170200,831360,1078521.3041673999
24510170300,10962,13931.1575777298
24510180300,89320,112183.52246396213
24510190100,19920,25026.925899404992
24510190200,8216,10022.563272144931
24510190300,15429,19236.959064838415
24510200100,124236,155736.87223411366
24510200200,40320,50020.617102662705
24510200300,5490,6510.344753657257
24510200400,9345,11341.821172380405
24510200500,83260,102416.304340172
24510200600,64944,80480.91139816368
24510200701,13794,17360.63941237338
24510200702,2655,3268.7463016759243
24510200800,30153,37213.174433014094
24510210100,476850,589013.8474265125
24510210200,438776,535197.6524500722
24510220100,907823,1098792.805096216
24510230100,93480,113958.62192964154
24510230200,70596,81785.87612266767
24510230300,153132,182057.78240824278
24510240100,237649,273841.35238107195
24510240200,190764,227803.51665939696
24510240300,28700,35131.78433507812
24510240400,141570,167836.51163663698
24510250101,6440,7806.062064096481
24510250102,9984,12075.730052563787
24510250103,306440,365344.6133446491
24510250203,32130,38896.795911013556
24510250204,2231,2675.735347488117
24510250205,105984,121470.91878721616
24510250206,53568,61069.5698659853
24510250207,39312,45379.50143013896
24510250301,29082,34545.27652555504
24510250303,51246,60784.25130014768
24510250401,1788,2839.416923949193
24510250402,128,199.6438629219217
24510250500,18204,30212.121089812485
24510250600,15600,23278.763456710763
24510260101,7248,8906.514788482018
24510260102,5852,7032.335985614977
24510260201,73040,88864.44687341164
24510260202,12642,15284.38289088626
24510260203,21024,24876.7407934331
24510260301,17169,21221.29295174869
24510260302,24255,30127.984646434536
24510260303,87040,105158.91109165712
24510260401,22496,26626.256717359025
24510260402,34060,40557.90737793518
24510260403,22464,26497.47188733524
24510260404,339549,420928.91728989757
24510260501,391552,472482.8623301234
24510260604,2100,2559.4120251513896
24510260605,549144,658274.9523389178
24510260700,43214,53870.937614362054
24510260800,22701,27406.712067036227
24510260900,158493,200166.8267528245
24510261000,25208,31976.50781968934
24510261100,22327,27909.849440559534
24510270101,2618,3208.8667328295337
24510270102,3904,4679.103917012142
24510270200,73200,88782.02971994154
24510270301,31746,38327.53701362029
24510270302,12888,15711.477190586562
24510270401,54880,66400.39718203973
24510270402,24186,29103.47032753062
24510270501,23436,28613.84616570464
24510270502,12608,15070.098606146466
24510270600,24486,30376.869884217223
24510270701,9538,12106.955842382558
24510270702,19092,23948.1245228614
24510270703,6075,7493.883959932218
24510270801,3525,4309.1844028853
24510270802,16958,20405.91068904202
24510270803,146048,179217.1400962206
24510270804,5542,6664.386804963258
24510270805,31864,39140.19192373737
24510270901,13824,16659.59595627403
24510270902,205920,252132.85076827323
24510270903,37920,46344.15583883476
24510271001,8272,10042.058882177244
24510271002,19008,22749.255452795016
24510271101,20020,23988.08207802589
24510271102,211253,256515.45373954222
24510271200,88972,106996.78174003659
24510271300,85176,102515.32581995947
24510271400,73953,88497.29809884865
24510271501,119392,140901.37485076833
24510271503,51240,61595.041826095556
24510271600,29988,36874.4621260498
24510271700,297552,375641.90528699267
24510271801,9675,12249.46085591738
24510271802,27295,33843.211288729995
24510271900,45276,57093.13314510211
24510272003,8993,11731.956099501092
24510272004,5920,7838.847784235613
24510272005,3458,4654.098632092401
24510272006,16956,21831.232233466402
24510272007,24900,31831.74219891193
24510280101,140288,174390.47105610694
24510280102,246984,292611.77039346617
24510280200,11298,13386.378538505605
24510280301,11220,13153.824455934428
24510280302,1080,1265.533010059352
24510280401,6987,8448.363785874973
24510280402,5060,6164.071874475499
24510280403,24780,29324.639438437338
24510280404,15660,19196.2734671615
24510280500,398375,507268.89183040836
24510280600,75874,96399.52602711828
