WKT,name,description
"LINESTRING (-76.7648777 39.3151177, -76.7641857 39.3148482, -76.7627749 39.3145039, -76.7556404 39.3130764, -76.7547997 39.3129169, -76.7538732 39.3127906, -76.7530206 39.3127177, -76.7520071 39.3127154, -76.7501438 39.3127281, -76.7484371 39.3125898, -76.7479113 39.3125405, -76.747627 39.3124993, -76.747332 39.3124, -76.7469314 39.3122204, -76.7466381 39.3119536, -76.7462479 39.3115069, -76.7460071 39.3111559, -76.7456577 39.3108832, -76.743657 39.3102115, -76.7432936 39.3099633, -76.7430052 39.3096653, -76.7423211 39.3087788, -76.7417384 39.3081967, -76.7405613 39.3075467, -76.7392003 39.3070581, -76.7377593 39.3067584, -76.736211 39.3066081, -76.7347438 39.306517, -76.7334725 39.3063426, -76.73115 39.30586, -76.7285551 39.3052288, -76.7223232 39.3042404, -76.7190209 39.3032879, -76.7160378 39.3022917, -76.7152011 39.3017937, -76.7141068 39.3008969, -76.7133024 39.3003826, -76.71171 39.2994, -76.70991 39.29844, -76.70647 39.29585, -76.7026907 39.2931287, -76.7022253 39.2928828, -76.7016715 39.2926866, -76.7011762 39.2926088, -76.7006246 39.2925974, -76.697 39.29316, -76.6962001 39.2932608, -76.6954003 39.2933117, -76.6656 39.29438, -76.6635494 39.294451, -76.6633549 39.2944141, -76.6631913 39.2943237, -76.6624674 39.2932872, -76.6623678 39.2932115, -76.6622039 39.2931857, -76.65687 39.29339, -76.65465 39.29344, -76.65337 39.29325, -76.65174 39.29317, -76.64553 39.29342, -76.63985 39.29354, -76.6325182 39.2938023, -76.6321031 39.2938006, -76.63166 39.2937015, -76.6313591 39.2934426, -76.6286205 39.2884263, -76.6284657 39.2881387, -76.6282197 39.2878677, -76.6279332 39.2876799, -76.62755 39.2875169, -76.6270381 39.2874018, -76.6264082 39.2873198, -76.6113598 39.2878311, -76.6093519 39.287784, -76.606487 39.28791, -76.6059085 39.2878877, -76.6053407 39.2878156, -76.6047766 39.2876217, -76.6042394 39.2872409, -76.6039751 39.2869014, -76.60288 39.28509, -76.6026986 39.2848646, -76.6024636 39.284664, -76.6021252 39.2844612, -76.6017601 39.2843247, -76.6014208 39.2842553, -76.6009904 39.2842108, -76.5991 39.28429, -76.587719 39.2847914, -76.5873244 39.2847445, -76.5869685 39.2846515, -76.58142 39.28122, -76.57692 39.27859, -76.57009 39.27712, -76.56945 39.27706, -76.5669 39.27716, -76.565389 39.2771794, -76.5632208 39.2772599, -76.5628148 39.2773423, -76.5625187 39.2774724, -76.5623422 39.2776003, -76.5622248 39.2777385, -76.5620816 39.2779357, -76.5620221 39.2780426, -76.5619841 39.2781827, -76.5621887 39.281284, -76.5620495 39.2816985, -76.56129 39.28327, -76.56123 39.28425, -76.56163 39.28987, -76.5615862 39.2899974, -76.5615103 39.290133, -76.5613626 39.2902656, -76.561172 39.2903483, -76.5610049 39.2904136, -76.5607949 39.290454, -76.553413 39.2904383, -76.5500919 39.2905306, -76.5499365 39.2905597, -76.5498134 39.2906138, -76.549726 39.2907053, -76.5496815 39.2908176, -76.5497624 39.2911942, -76.5499354 39.2915485, -76.5501093 39.2917815, -76.5515967 39.2930598, -76.5518196 39.293382, -76.551903 39.2937125, -76.5519073 39.2940342, -76.5517481 39.29441, -76.5503778 39.2963226, -76.5501052 39.2964798, -76.5498113 39.2965539, -76.5481592 39.2965749, -76.5478483 39.2965128, -76.5471612 39.2962077)",Red Line,
