"","ct","FIPS","SPL_THEME1","RPL_THEME1","SPL_THEME2","RPL_THEME2","SPL_THEME3","RPL_THEME3","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_THEME1","F_THEME2","F_THEME3","F_THEME4","SummarySVIcat"
"189","24510151300",24510151300,3.26554,0.8832,2.2555,0.5482,1.5578,0.9548,3.0831,0.8985,10.16194,0.9289,4,1,1,2,4
"190","24510260401",24510260401,3.0568,0.8071,2.5461,0.7513,1.2261,0.7588,2.5863,0.7817,9.4153,0.8579,4,2,1,1,4
"191","24510100200",24510100200,3.7464,0.9848,2.6978,0.8223,1.4121,0.8794,3.2562,0.9391,11.1125,0.9848,4,2,1,2,4
"192","24510151000",24510151000,2.5424,0.6497,2.707,0.8274,1.4975,0.9246,3.4791,0.9898,10.226,0.9391,2,1,1,2,4
"193","24510280500",24510280500,3.81255,0.9898,3.2083,0.9848,0.6231,0.2261,3.3819,0.9746,11.02585,0.9797,4,2,0,2,4
"194","24510250207",24510250207,2.3903,0.6091,2.7529,0.8426,1.608,0.9698,3.3331,0.9645,10.0843,0.9239,2,3,1,2,4
"195","24510160300",24510160300,3.393,0.9137,3.0247,0.9594,1.1557,0.6533,3.3013,0.9543,10.8747,0.9645,4,2,0,2,4
"196","24510190300",24510190300,3.6654,0.9797,2.8096,0.8629,1.2412,0.7739,3.301,0.9492,11.0172,0.9746,4,3,0,2,4
"197","24510180200",24510180200,3.2405,0.868,2.6013,0.7817,1.3819,0.8392,3.6117,1,10.8354,0.9594,4,1,0,3,4
"198","24510070100",24510070100,3.4477,0.934,3.0093,0.9543,1.5879,0.9598,3.1742,0.9239,11.2191,1,4,3,1,2,4
"199","24510080400",24510080400,3.5954,0.9695,2.5452,0.7411,1.4824,0.9146,3.3158,0.9594,10.9388,0.9695,4,1,0,2,4
"200","24510190100",24510190100,3.5445,0.9492,3.2633,0.9949,1.6784,0.9899,2.7328,0.8122,11.219,0.9949,4,3,1,1,4
