ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
24,MARYLAND,MD,24003,Anne Arundel,24003740400,"Census Tract 7404, Anne Arundel County, Maryland",1.044543748414,6074,842,0,17,0,17,0,17,0,17,1770,628,1397,211,127,57,0,17,0,17,0,24,4374,902,38,67,0,24,0,17,0,24,0,17,6074,842,-999.0,-999.0,-999.0,-999.0,1770.0,628.0,25.6,3.6,2.1,1.0,0.0,0.3,-999.0,-999.0,0.0,-999.0,72.0,11.0,0.6,1.1,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,100.0,0.0,-999.0,-999.0,0.9993,0.9337,-999.0,-999.0,0.0108,0.0,-999.0,0.0,-999.0,-999.0,0.6981,0.3293,1.0274,0.5173,0.0,-999.0,0.0,-999.0,0.9978,-999.0,-999.0,-999.0,-999.0,-999,-999,1,1,-999,0,0,-999,0,-999,0,0,0,0,-999,0,-999,1,-999,-999,0,17,-999.0,-999.0,6237
24,MARYLAND,MD,24003,Anne Arundel,24003980000,"Census Tract 9800, Anne Arundel County, Maryland",5.111130630846,6,5,0,12,0,12,0,12,0,12,9700,23096,1,3,2,3,0,12,0,12,0,17,2,6,0,48,0,17,0,12,0,17,0,12,6,5,-999.0,-999.0,-999.0,-999.0,9700.0,23096.0,16.7,49.1,33.3,46.5,0.0,200.0,-999.0,-999.0,0.0,-999.0,33.3,103.0,0.0,800.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,100.0,0.0,-999.0,-999.0,0.9957,0.8148,-999.0,-999.0,0.9827,0.0,-999.0,0.0,-999.0,-999.0,0.402,0.0,0.402,0.1693,0.0,-999.0,0.0,-999.0,0.9978,-999.0,-999.0,-999.0,-999.0,-999,-999,1,0,-999,1,0,-999,0,-999,0,0,0,0,-999,0,-999,1,-999,-999,0,12,-999.0,-999.0,9623
24,MARYLAND,MD,24005,Baltimore,24005980000,"Census Tract 9800, Baltimore County, Maryland",4.779977123078,0,12,0,12,0,12,0,12,0,12,-999,-999,0,12,0,12,0,12,0,12,0,17,0,17,0,48,0,17,0,12,0,17,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,12,-999.0,-999.0,203
24,MARYLAND,MD,24005,Baltimore,24005980100,"Census Tract 9801, Baltimore County, Maryland",0.592099386162,0,12,0,12,0,12,0,12,0,12,-999,-999,0,12,0,12,0,12,0,12,0,17,0,17,0,48,0,17,0,12,0,17,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,12,-999.0,-999.0,2
24,MARYLAND,MD,24005,Baltimore,24005980200,"Census Tract 9802, Baltimore County, Maryland",0.811010725918,0,12,0,12,0,12,0,12,0,12,-999,-999,0,12,0,12,0,12,0,12,0,17,0,17,0,48,0,17,0,12,0,17,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,12,-999.0,-999.0,2802
24,MARYLAND,MD,24017,Charles,24017990000,"Census Tract 9900, Charles County, Maryland",0.0,0,12,0,12,0,12,0,12,0,12,-999,-999,0,12,0,12,0,12,0,12,0,17,0,17,0,48,0,17,0,12,0,17,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,12,-999.0,-999.0,0
24,MARYLAND,MD,24035,Queen Anne's,24035990200,"Census Tract 9902, Queen Anne's County, Maryland",0.0,0,12,0,12,0,12,0,12,0,12,-999,-999,0,12,0,12,0,12,0,12,0,17,0,17,0,48,0,17,0,12,0,17,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,12,-999.0,-999.0,0
24,MARYLAND,MD,24043,Washington,24043011000,"Census Tract 110, Washington County, Maryland",1.708877413348,6480,349,0,17,0,17,0,17,0,17,1549,446,1525,218,165,63,12,20,0,17,0,24,4576,405,87,80,0,24,0,17,0,24,0,17,6480,349,-999.0,-999.0,-999.0,-999.0,1549.0,446.0,28.0,3.7,2.5,1.0,0.2,0.3,-999.0,-999.0,0.0,-999.0,70.6,5.0,1.3,1.2,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,100.0,0.0,-999.0,-999.0,1.0,0.9568,-999.0,-999.0,0.0137,0.0036,-999.0,0.0,-999.0,-999.0,0.6852,0.5,1.1852,0.6167,0.0,-999.0,0.0,-999.0,0.9978,-999.0,-999.0,-999.0,-999.0,-999,-999,1,1,-999,0,0,-999,0,-999,0,0,0,0,-999,0,-999,1,-999,-999,0,17,-999.0,-999.0,8391
24,MARYLAND,MD,24047,Worcester,24047980000,"Census Tract 9800, Worcester County, Maryland",13.905129937872,0,12,0,12,0,12,0,12,0,12,-999,-999,0,12,0,12,0,12,0,12,0,17,0,17,0,48,0,17,0,12,0,17,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,12,-999.0,-999.0,0
24,MARYLAND,MD,24510,Baltimore City,24510100300,"Census Tract 1003, Baltimore city, Maryland",0.060351217518,3676,443,0,12,0,12,0,12,0,12,10807,3955,1109,190,18,18,0,12,0,12,0,17,3132,468,45,56,0,17,0,12,0,17,0,12,3676,443,-999.0,-999.0,-999.0,-999.0,10807.0,3955.0,39.4,4.9,0.5,0.5,0.0,0.3,-999.0,-999.0,0.0,-999.0,85.2,7.6,1.2,1.5,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,100.0,0.0,-999.0,-999.0,0.9928,0.9914,-999.0,-999.0,0.0022,0.0,-999.0,0.0,-999.0,-999.0,0.786,0.4834,1.2694,0.6736,0.0,-999.0,0.0,-999.0,0.9978,-999.0,-999.0,-999.0,-999.0,-999,-999,1,1,-999,0,0,-999,0,-999,0,0,0,0,-999,0,-999,1,-999,-999,0,12,-999.0,-999.0,4148
24,MARYLAND,MD,24510,Baltimore City,24510250600,"Census Tract 2506, Baltimore city, Maryland",2.190689465924,0,12,0,12,0,12,0,12,0,12,-999,-999,0,12,0,12,0,12,0,12,0,17,0,17,0,48,0,17,0,12,0,17,0,12,0,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,12,-999.0,-999.0,3864
24,MARYLAND,MD,24031,Montgomery,24031701306,"Census Tract 7013.06, Montgomery County, Maryland",1.818558180692,2950,190,974,39,950,45,77,75,40,30,61438,7196,33,32,487,68,629,64,147,68,18,23,421,288,0,48,0,17,0,12,0,17,0,12,0,12,2.6,2.5,2.5,1.8,61438.0,7196.0,1.6,1.6,16.5,2.3,21.3,1.7,5.0,2.3,1.9,2.5,14.3,9.7,0.0,1.7,0.0,1.7,0.0,3.3,0.0,1.8,0.0,3.4,0.0,0.4,0.1199,0.1149,0.0944,0.0461,0.3753,0.0325,0.6203,0.4164,0.0462,0.0605,1.1434,0.0491,0.17,0.0,0.17,0.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6887,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,61,1.6,2.0,1025
24,MARYLAND,MD,24005,Baltimore,24005408200,"Census Tract 4082, Baltimore County, Maryland",16.717502697402,1863,143,753,18,722,33,36,31,21,18,71059,8507,38,24,329,77,347,31,149,59,11,14,186,197,0,48,0,17,0,12,0,17,19,31,0,12,1.9,1.7,1.9,1.7,71059.0,8507.0,2.8,1.7,17.7,4.7,18.6,0.9,8.0,3.2,1.5,2.0,10.0,10.6,0.0,2.7,0.0,2.3,0.0,4.2,0.0,2.4,2.6,4.2,0.0,0.6,0.0665,0.0621,0.0512,0.1167,0.2965,0.0181,0.6967,0.2147,0.263,0.0389,1.2133,0.0571,0.1009,0.0,0.1009,0.0411,0.0,0.0,0.0,0.2905,0.0,0.2905,0.0137,1.9012,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,1.9,1.7,1178
24,MARYLAND,MD,24005,Baltimore,24005411201,"Census Tract 4112.01, Baltimore County, Maryland",14.232128215916,3163,155,1235,19,1211,44,70,52,24,23,56585,6121,88,54,874,108,508,66,188,83,10,20,117,236,14,50,0,17,0,12,6,16,8,13,0,12,2.2,1.7,1.5,1.4,56585.0,6121.0,3.5,2.1,27.6,3.3,16.1,1.9,5.9,2.6,0.8,1.7,3.7,7.5,0.5,1.6,0.0,1.4,0.0,2.6,0.5,1.3,0.7,1.0,0.0,0.4,0.0882,0.0289,0.129,0.1599,0.406,0.0354,0.9669,0.121,0.0983,0.0202,1.2064,0.0564,0.0187,0.2968,0.3155,0.1196,0.0,0.0,0.2932,0.0679,0.0,0.3611,0.0195,2.289,0.0014,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,29,30,0.9,0.9,1581
24,MARYLAND,MD,24031,Montgomery,24031700615,"Census Tract 7006.15, Montgomery County, Maryland",1.05189821931,2960,128,975,17,956,30,9,10,41,27,71063,8025,7,10,404,48,780,69,163,65,43,22,891,213,0,48,0,17,0,12,0,17,15,14,0,12,0.3,0.4,2.6,1.7,71063.0,8025.0,0.3,0.5,13.6,1.6,26.4,2.0,5.6,2.2,4.5,2.4,30.1,7.1,0.0,1.7,0.0,1.7,0.0,3.3,0.0,1.8,1.6,1.5,0.0,0.4,0.0022,0.1272,0.049,0.0014,0.1798,0.0065,0.4467,0.8112,0.0809,0.2471,1.5859,0.2074,0.371,0.0,0.371,0.1513,0.0,0.0,0.0,0.1763,0.0,0.1763,0.0116,2.313,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,1.0,0.6,1188
24,MARYLAND,MD,24510,Baltimore City,24510010300,"Census Tract 103, Baltimore city, Maryland",0.260187574066,2571,237,1219,36,1079,80,110,63,22,21,68345,7769,96,56,121,62,252,82,113,62,19,18,383,339,22,50,9,17,0,12,6,15,59,55,0,12,4.3,2.5,1.1,1.0,68345.0,7769.0,4.5,2.6,4.7,2.4,9.8,3.1,4.4,2.4,1.8,1.7,14.9,13.1,0.9,2.1,0.7,1.5,0.0,2.6,0.6,1.4,5.5,5.0,0.0,0.5,0.2522,0.0123,0.0634,0.2277,0.5556,0.0715,0.0281,0.031,0.0231,0.0555,0.1377,0.0036,0.1837,0.4171,0.6008,0.2651,0.2673,0.0,0.3206,0.5123,0.0,1.1002,0.1409,2.3943,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,67,2.0,2.6,1095
24,MARYLAND,MD,24005,Baltimore,24005410200,"Census Tract 4102, Baltimore County, Maryland",12.991128047862,4898,193,1738,26,1673,58,99,55,62,36,71332,8345,34,27,896,71,1123,111,524,106,33,29,352,281,9,48,0,17,0,12,0,17,17,18,0,12,2.0,1.1,2.5,1.5,71332.0,8345.0,1.0,0.8,18.3,1.3,22.9,2.1,10.7,2.1,2.0,1.8,7.2,5.7,0.2,1.0,0.0,1.0,0.0,1.8,0.0,1.0,1.0,1.1,0.0,0.2,0.0737,0.1149,0.0476,0.0202,0.2564,0.013,0.7327,0.554,0.5094,0.0677,1.8638,0.3996,0.0584,0.1765,0.2349,0.0821,0.0,0.0,0.0,0.1004,0.0,0.1004,0.0094,2.4555,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,1.1,1.1,3084
24,MARYLAND,MD,24021,Frederick,24021751903,"Census Tract 7519.03, Frederick County, Maryland",12.250117614544,6057,312,2176,46,2110,85,20,30,57,47,57587,6640,219,114,768,131,1411,132,567,249,51,43,448,501,18,72,0,24,0,17,0,24,68,44,0,17,0.3,0.5,1.6,1.3,57587.0,6640.0,5.0,2.6,12.7,1.8,23.3,1.8,9.4,3.9,2.4,2.1,7.4,8.3,0.3,1.3,0.0,1.1,0.0,1.5,0.0,1.1,3.2,2.1,0.0,0.3,0.0022,0.039,0.1218,0.268,0.431,0.0448,0.3761,0.585,0.3909,0.0908,1.4428,0.1395,0.0641,0.2133,0.2774,0.1009,0.0,0.0,0.0,0.349,0.0,0.349,0.0181,2.5002,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,96,2.1,1.6,2602
24,MARYLAND,MD,24025,Harford,24025303102,"Census Tract 3031.02, Harford County, Maryland",8.012777122612,2814,128,934,37,934,37,31,24,54,31,51401,4860,42,26,555,84,660,66,185,49,15,13,288,216,5,47,0,17,0,12,0,17,6,9,0,12,1.1,0.9,3.6,2.0,51401.0,4860.0,2.2,1.3,19.7,2.8,23.5,2.1,6.6,1.8,1.6,1.4,10.2,7.7,0.2,1.7,0.0,1.8,0.0,3.4,0.0,1.8,0.6,1.0,0.0,0.4,0.0303,0.2724,0.1866,0.0793,0.5686,0.0737,0.8012,0.6081,0.1503,0.0447,1.6043,0.2189,0.1045,0.1765,0.281,0.103,0.0,0.0,0.0,0.0564,0.0,0.0564,0.0072,2.5103,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,39,1.8,1.4,5604
24,MARYLAND,MD,24003,Anne Arundel,24003702204,"Census Tract 7022.04, Anne Arundel County, Maryland",0.974210249788,4289,211,1545,48,1518,60,60,38,95,50,60738,6032,91,50,634,63,1060,98,233,81,75,48,851,316,0,48,0,17,0,12,0,17,8,13,0,12,1.4,0.9,4.1,2.2,60738.0,6032.0,3.1,1.7,14.8,1.6,24.7,1.9,5.5,1.9,4.9,3.2,19.8,7.3,0.0,1.2,0.0,1.1,0.0,2.1,0.0,1.1,0.5,0.8,0.0,0.3,0.0419,0.3439,0.1009,0.1376,0.6243,0.0867,0.5166,0.7053,0.0766,0.286,1.5845,0.2052,0.2601,0.0,0.2601,0.0908,0.0,0.0,0.0,0.0462,0.0,0.0462,0.0051,2.5151,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,66,2.2,1.5,2127
24,MARYLAND,MD,24005,Baltimore,24005408303,"Census Tract 4083.03, Baltimore County, Maryland",5.644875332932,3295,164,1161,24,1094,42,91,56,39,28,97638,14944,45,38,538,68,857,83,167,72,25,26,504,281,32,58,0,17,0,12,0,17,8,15,0,12,2.8,1.7,2.3,1.6,97638.0,14944.0,2.0,1.7,16.3,2.1,26.0,2.2,5.1,2.2,2.3,2.4,15.3,8.5,1.0,1.9,0.0,1.5,0.0,2.8,0.0,1.6,0.7,1.3,0.0,0.4,0.1322,0.0983,0.013,0.067,0.3105,0.0202,0.611,0.7853,0.052,0.0821,1.5304,0.177,0.1902,0.4409,0.6311,0.281,0.0,0.0,0.0,0.0679,0.0,0.0679,0.0079,2.5399,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,45,2.3,1.4,1048
24,MARYLAND,MD,24031,Montgomery,24031705300,"Census Tract 7053, Montgomery County, Maryland",0.40760208987,1891,73,693,15,645,29,27,19,11,9,168307,15744,21,16,437,44,483,36,99,34,17,11,192,109,16,44,0,17,0,12,0,17,6,6,0,12,1.4,1.0,1.2,1.0,168307.0,15744.0,1.6,1.2,23.1,2.0,25.5,1.6,5.2,1.8,2.6,1.7,10.2,5.8,0.9,2.5,0.0,2.5,0.0,4.6,0.0,2.6,0.9,0.9,0.0,0.6,0.0419,0.0173,0.0,0.0461,0.1053,0.0007,0.9099,0.7486,0.0607,0.1066,1.8258,0.3642,0.1045,0.4171,0.5216,0.2248,0.0,0.0,0.0,0.0903,0.0,0.0903,0.0087,2.543,0.0072,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,13,0.6,0.7,1270
24,MARYLAND,MD,24510,Baltimore City,24510240400,"Census Tract 2404, Baltimore city, Maryland",0.465254454408,2669,255,1293,42,1139,81,55,33,42,34,51469,4565,241,170,202,45,308,40,94,53,22,22,163,359,0,48,179,61,0,12,6,15,46,37,0,12,2.1,1.3,2.2,1.8,51469.0,4565.0,10.8,7.3,7.6,1.8,11.5,1.0,3.6,2.0,1.9,2.0,6.1,13.4,0.0,1.9,13.8,4.7,0.0,2.5,0.5,1.4,4.0,3.3,0.0,0.4,0.0838,0.0889,0.183,0.6261,0.9818,0.1864,0.1117,0.0447,0.0123,0.0605,0.2292,0.0058,0.0447,0.0,0.0447,0.0209,0.6333,0.0,0.2932,0.4104,0.0,1.3369,0.2059,2.5926,0.0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,101,5.0,3.8,2764
24,MARYLAND,MD,24027,Howard,24027605504,"Census Tract 6055.04, Howard County, Maryland",0.940728642654,2647,120,795,19,763,33,17,24,27,18,67987,5756,44,30,190,57,726,51,172,68,18,16,1207,162,105,66,0,17,0,12,0,17,0,12,0,12,0.6,0.9,1.7,1.1,67987.0,5756.0,2.6,1.7,7.2,2.1,27.4,1.5,6.5,2.5,2.4,2.2,45.6,5.8,4.1,2.6,0.0,2.1,0.0,4.0,0.0,2.2,0.0,4.2,0.0,0.5,0.0087,0.047,0.0641,0.103,0.2228,0.0094,0.0973,0.8624,0.1452,0.0908,1.1957,0.0542,0.5202,0.781,1.3012,0.6981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7197,0.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,26,1.6,1.0,2202
24,MARYLAND,MD,24005,Baltimore,24005401400,"Census Tract 4014, Baltimore County, Maryland",1.07696203064,1645,78,587,14,582,15,37,36,25,22,51403,7087,20,14,266,26,389,42,128,55,46,23,174,118,7,47,0,17,0,12,0,17,0,12,0,12,2.2,2.2,2.6,2.3,51403.0,7087.0,1.7,1.3,16.2,1.6,23.6,2.3,7.8,3.3,7.9,4.1,10.6,7.2,0.5,3.1,0.0,2.9,0.0,5.4,0.0,2.9,0.0,5.4,0.0,0.7,0.0882,0.1272,0.1859,0.0497,0.451,0.0484,0.603,0.616,0.2464,0.5,1.9654,0.4798,0.1153,0.2968,0.4121,0.1758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8285,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,1.3,1.3,617
24,MARYLAND,MD,24005,Baltimore,24005403801,"Census Tract 4038.01, Baltimore County, Maryland",4.345954073348,1648,171,654,15,624,30,29,33,49,29,97051,19370,17,19,378,54,347,123,72,47,9,10,179,259,49,55,0,17,0,12,0,17,0,12,0,12,1.8,2.0,5.4,3.2,97051.0,19370.0,1.4,1.5,22.9,4.6,21.1,7.1,4.4,2.8,1.4,1.7,10.9,15.7,3.2,3.7,0.0,2.6,0.0,4.8,0.0,2.7,0.0,5.1,0.0,0.7,0.0592,0.5311,0.0144,0.0375,0.6422,0.0925,0.9035,0.3955,0.0231,0.0339,1.356,0.0997,0.1203,0.7118,0.8321,0.3782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8303,0.0101,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,41,28,2.5,1.7,4201
24,MARYLAND,MD,24031,Montgomery,24031705601,"Census Tract 7056.01, Montgomery County, Maryland",0.455554799964,2870,236,1069,25,1008,57,9,14,22,33,101578,13537,5,8,452,65,835,127,180,73,29,30,419,360,14,51,9,18,0,12,0,17,28,31,0,12,0.3,0.5,1.4,2.1,101578.0,13537.0,0.3,0.4,15.7,2.2,29.1,3.7,6.3,2.5,2.9,3.0,14.6,12.5,0.5,2.0,0.8,1.7,0.0,3.0,0.0,1.7,2.8,3.1,0.0,0.4,0.0022,0.0224,0.0115,0.0014,0.0375,0.0,0.5785,0.915,0.1293,0.1268,1.7496,0.3064,0.1772,0.2968,0.474,0.1974,0.2788,0.0,0.0,0.3078,0.0,0.5866,0.0448,2.8477,0.0108,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,14,23,0.5,0.8,1871
24,MARYLAND,MD,24005,Baltimore,24005411101,"Census Tract 4111.01, Baltimore County, Maryland",8.184722242884,2178,100,844,14,844,14,126,119,43,33,61047,11149,71,46,434,66,374,29,167,50,14,15,50,151,0,48,0,17,0,12,7,16,18,17,0,12,5.8,5.4,3.9,2.9,61047.0,11149.0,4.2,2.7,19.9,3.2,17.2,1.1,7.7,2.4,1.7,1.8,2.3,7.0,0.0,2.3,0.0,2.0,0.0,3.8,0.8,1.9,2.1,2.0,0.0,0.6,0.3772,0.3114,0.0973,0.2061,0.992,0.1908,0.8112,0.1549,0.2334,0.0497,1.2492,0.0665,0.0101,0.0,0.0101,0.0065,0.0,0.0,0.3869,0.2341,0.0,0.621,0.0506,2.8723,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,55,2.9,2.6,1708
24,MARYLAND,MD,24510,Baltimore City,24510261100,"Census Tract 2611, Baltimore city, Maryland",0.084857883662,1792,161,1014,41,844,66,136,57,76,79,63780,6439,72,41,101,38,173,46,152,87,12,13,264,222,0,48,0,17,0,12,4,13,71,37,0,12,7.7,3.0,5.3,5.2,63780.0,6439.0,4.8,2.7,5.6,2.2,9.7,2.4,8.5,4.5,1.4,1.6,14.7,12.3,0.0,2.9,0.0,1.7,0.0,3.2,0.5,1.6,8.4,4.3,0.0,0.7,0.5036,0.5159,0.0814,0.2507,1.3516,0.3071,0.0454,0.0288,0.3071,0.0339,0.4152,0.0108,0.1808,0.0,0.1808,0.0612,0.0,0.0,0.2932,0.6358,0.0,0.929,0.1055,2.8766,0.0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,51,3.4,2.7,899
