"","ct","GEOID","kde_bike_f","kde_ped_av","kde_crime_","ptile_kde_bike_f","ptile_kde_ped_av","ptile_kde_crime_","safety_ptile","ptile_THEME1","ptile_THEME2","ptile_THEME3","ptile_THEME4","svi_ptile","avgcommute_min","ptile_commute","PT_longer_comm_min","ptile_diffcomm_PToCar","No.of.Stops","ptile_stopcnt","NEAR_DIST","ptile_HFRdist","avg_min_acs","PT_pct","PTover45m_pct","ptile_avg_min_acs","ptile_PT_pct","ptile_PTover45m_pct","OBJECTID","PM25","OZONE","DSLPM","RESP","PTRAF","ptile_PM25","ptile_OZONE","ptile_DSLPM","ptile_RESP","ptile_PTRAF","poll_ptile","asthmavalue","ptile_asthma","COPDvalue","ptile_COPD","lungCAvalue","ptile_lungCA","COVIDvalue","ptile_COVID","CADvalue","ptile_CAD","LBWvalue","ptile_LBW","health_ptile","health_ptile_v2","transit_ptile","composite_TVS_ptile","composite_TV_ptile","composite_TVP_ptile","composite_TVPH_ptile","composite_TVH_ptile","composite_TVH2_ptile","composite_TVPH2_ptile"
"11","24510010400","245100104002",2.13,0.95,647.61,0.300613496932515,0.0628834355828221,0.116564417177914,0.134969325153374,0.05076,0.09137,0.2563,0.4213,0.07614,11.27,0.0355329949238579,46.28,0.0904522613065327,15,0.306532663316583,0,0,21.76,3.45,57.58,0.0175438596491228,0.0304568527918782,0.566326530612245,90075,8.740873151,45.55350261,1.022973556,0.544199801,1336.247919,0.973926380368098,0.930981595092024,0.771472392638037,0.888036809815951,0.618098159509202,0.920245398773006,0.081,0.0101010101010101,0.032,0.0606060606060606,7,0.206030150753769,132.52,0.898477157360406,0.587,0.725888324873096,0.127,0.0913705583756345,0.16751269035533,0.065989847715736,0.0338983050847458,0.00308166409861325,0.0277349768875193,0.174114021571649,0.126348228043143,0.0385208012326656,0.0231124807395994,0.0955315870570108
"12","24510010500","245100105001",13.46,21.85,5855.02,0.845092024539877,0.707055214723926,0.806748466257669,0.815950920245399,0.06599,0.09645,0.5126,0.2386,0.08122,10.83,0.0304568527918782,41.77,0.0552763819095477,2,0.984924623115578,0,0,27.82,5.68,50.77,0.412280701754386,0.106598984771574,0.408163265306122,90076,8.73439863,45.48677124,1.136637734,0.568931484,1411.059036,0.952453987730061,0.883435582822086,0.966257668711656,0.921779141104294,0.638036809815951,0.961656441717791,0.083,0.0606060606060606,0.032,0.0606060606060606,1,0.0100502512562814,27.76,0.0609137055837563,0.384,0.395939086294416,0.176,0.126903553299492,0.0050761421319797,0.0101522842639594,0.101694915254237,0.200308166409861,0.0693374422187981,0.25115562403698,0.104776579352851,0.0200308166409861,0.0261941448382126,0.126348228043143
"13","24510010500","245100105002",15.48,21.7,4349.59,0.874233128834356,0.705521472392638,0.671779141104294,0.779141104294479,0.06599,0.09645,0.5126,0.2386,0.08122,10.83,0.0304568527918782,41.77,0.0552763819095477,2,0.984924623115578,0,0,27.82,5.68,50.77,0.412280701754386,0.106598984771574,0.408163265306122,90077,8.73439863,45.48677124,1.136637734,0.568931484,1562.513766,0.952453987730061,0.883435582822086,0.966257668711656,0.921779141104294,0.699386503067485,0.97239263803681,0.083,0.0606060606060606,0.032,0.0606060606060606,1,0.0100502512562814,27.76,0.0609137055837563,0.384,0.395939086294416,0.176,0.126903553299492,0.0050761421319797,0.0101522842639594,0.101694915254237,0.180277349768875,0.0693374422187981,0.257318952234206,0.10939907550077,0.0200308166409861,0.0261941448382126,0.134052388289676
"14","24510020100","245100201001",16.87,28.55,7119.37,0.886503067484663,0.806748466257669,0.886503067484663,0.878834355828221,0.1066,0.1066,0.3367,0.132,0.06091,11.76,0.0406091370558376,43.57,0.0653266331658292,8,0.673366834170854,0,0,26.69,8.1,48.19,0.315789473684211,0.187817258883249,0.357142857142857,90078,8.730645479,45.46613529,1.132307999,0.563203499,1858.464273,0.921779141104294,0.868098159509202,0.955521472392638,0.906441717791411,0.785276073619632,0.973926380368098,0.088,0.121212121212121,0.036,0.095959595959596,1,0.0100502512562814,32.58,0.0862944162436548,0.462,0.543147208121827,0,0,0.0101522842639594,0.0203045685279188,0.049306625577812,0.191063174114022,0.0308166409861325,0.212634822804314,0.0955315870570108,0.00924499229583975,0.00924499229583975,0.101694915254237
"15","24510020100","245100201002",21.29,30.08,5927.42,0.941717791411043,0.825153374233129,0.811349693251534,0.875766871165644,0.1066,0.1066,0.3367,0.132,0.06091,11.76,0.0406091370558376,43.57,0.0653266331658292,8,0.673366834170854,0,0,26.69,8.1,48.19,0.315789473684211,0.187817258883249,0.357142857142857,90079,8.730645479,45.46613529,1.132307999,0.563203499,1902.275726,0.921779141104294,0.868098159509202,0.955521472392638,0.906441717791411,0.79601226993865,0.976993865030675,0.088,0.121212121212121,0.036,0.095959595959596,1,0.0100502512562814,32.58,0.0862944162436548,0.462,0.543147208121827,0,0,0.0101522842639594,0.0203045685279188,0.049306625577812,0.189522342064715,0.0308166409861325,0.214175654853621,0.0970724191063174,0.00924499229583975,0.00924499229583975,0.104776579352851
"16","24510020200","245100202001",23.15,38.6,8990.64,0.957055214723926,0.900306748466258,0.940184049079755,0.967791411042945,0.1269,0.06599,0.5628,0.03553,0.05076,10.26,0.0253807106598985,37.84,0.0351758793969849,8,0.673366834170854,0,0,28.9,4.72,23.53,0.526315789473684,0.0710659898477157,0.0918367346938776,90080,8.727840274,45.45919281,1.127374597,0.541479184,2104.416904,0.894171779141104,0.846625766871166,0.94478527607362,0.881901840490798,0.832822085889571,0.970858895705521,0.081,0.0101010101010101,0.03,0.0404040404040404,1,0.0100502512562814,37.69,0.111675126903553,0.477,0.578680203045685,0.418,0.269035532994924,0.0203045685279188,0.0406091370558376,0.0154083204930663,0.221879815100154,0.00308166409861325,0.180277349768875,0.0878274268104777,0.00308166409861325,0.00308166409861325,0.0847457627118644
"17","24510020200","245100202002",28.47,37.53,8920.57,0.970858895705521,0.894171779141104,0.938650306748466,0.969325153374233,0.1269,0.06599,0.5628,0.03553,0.05076,10.26,0.0253807106598985,37.84,0.0351758793969849,8,0.673366834170854,0,0,28.9,4.72,23.53,0.526315789473684,0.0710659898477157,0.0918367346938776,90081,8.727840274,45.45919281,1.127374597,0.541479184,2009.446602,0.894171779141104,0.846625766871166,0.94478527607362,0.881901840490798,0.811349693251534,0.966257668711656,0.081,0.0101010101010101,0.03,0.0404040404040404,1,0.0100502512562814,37.69,0.111675126903553,0.477,0.578680203045685,0.418,0.269035532994924,0.0203045685279188,0.0406091370558376,0.0154083204930663,0.223420647149461,0.00308166409861325,0.178736517719569,0.0847457627118644,0.00308166409861325,0.00308166409861325,0.0816640986132511
"18","24510020300","245100203001",22.43,33.81,6585.52,0.950920245398773,0.863496932515337,0.860429447852761,0.918711656441718,0.06091,0.04569,0.4874,0.5381,0.1066,9.68,0.0203045685279188,32.11,0.0201005025125628,10,0.557788944723618,0,0,24.35,10.46,30.72,0.184210526315789,0.248730964467005,0.153061224489796,90082,8.729291781,45.48741373,1.05886417,0.528591115,2670.155042,0.900306748466258,0.886503067484663,0.820552147239264,0.826687116564417,0.888036809815951,0.947852760736196,0.082,0.0252525252525253,0.032,0.0606060606060606,13,0.537688442211055,135.72,0.903553299492386,0.87,0.989847715736041,0.702,0.436548223350254,0.49746192893401,0.33502538071066,0.024653312788906,0.231124807395994,0.049306625577812,0.208012326656394,0.277349768875193,0.10939907550077,0.0847457627118644,0.238828967642527
"19","24510020300","245100203002",17.93,30.93,3326.98,0.906441717791411,0.829754601226994,0.533742331288344,0.780674846625767,0.06091,0.04569,0.4874,0.5381,0.1066,9.68,0.0203045685279188,32.11,0.0201005025125628,10,0.557788944723618,0,0,24.35,10.46,30.72,0.184210526315789,0.248730964467005,0.153061224489796,90083,8.729291781,45.48741373,1.05886417,0.528591115,1808.450388,0.900306748466258,0.886503067484663,0.820552147239264,0.826687116564417,0.773006134969325,0.930981595092024,0.082,0.0252525252525253,0.032,0.0606060606060606,13,0.537688442211055,135.72,0.903553299492386,0.87,0.989847715736041,0.702,0.436548223350254,0.49746192893401,0.33502538071066,0.024653312788906,0.151001540832049,0.049306625577812,0.195685670261941,0.272727272727273,0.10939907550077,0.0847457627118644,0.2326656394453
"20","24510020300","245100203003",7.84,17.04,2634.49,0.665644171779141,0.611963190184049,0.443251533742331,0.575153374233129,0.06091,0.04569,0.4874,0.5381,0.1066,9.68,0.0203045685279188,32.11,0.0201005025125628,10,0.557788944723618,0,0,24.35,10.46,30.72,0.184210526315789,0.248730964467005,0.153061224489796,90084,8.729291781,45.48741373,1.05886417,0.528591115,797.1367249,0.900306748466258,0.886503067484663,0.820552147239264,0.826687116564417,0.378834355828221,0.835889570552147,0.082,0.0252525252525253,0.032,0.0606060606060606,13,0.537688442211055,135.72,0.903553299492386,0.87,0.989847715736041,0.702,0.436548223350254,0.49746192893401,0.33502538071066,0.024653312788906,0.0816640986132511,0.049306625577812,0.147919876733436,0.228043143297381,0.10939907550077,0.0847457627118644,0.195685670261941
"21","24510030100","245100301001",37.18,61.06,8174.73,0.983128834355828,0.964723926380368,0.929447852760736,0.989263803680982,0.8985,0.5533,0.1558,0.8731,0.8274,27.15,0.436548223350254,43.76,0.0753768844221105,15,0.306532663316583,0,0,NA,36.19,32.65,NA,0.868020304568528,0.183673469387755,90085,8.724688493,45.4328098,1.12169901,0.52675071,1702.996771,0.865030674846626,0.815950920245399,0.927914110429448,0.812883435582822,0.74079754601227,0.914110429447853,0.129,0.727272727272727,0.087,0.671717171717172,14,0.597989949748744,43.44,0.187817258883249,0.579,0.705583756345178,0.878,0.720812182741117,0.710659898477157,0.847715736040609,0.14175654853621,0.75346687211094,0.408320493066256,0.750385208012327,0.730354391371341,0.491525423728814,0.560862865947612,0.805855161787365
