trip_id,arrival_time,departure_time,stop_id,stop_sequence
41,10:45:51,10:45:51,7,9
41,10:48:08,10:48:08,8,10
41,10:49:42,10:49:42,9,11
41,10:51:30,10:51:30,10,12
41,10:54:22,10:54:22,11,13
41,10:56:58,10:56:58,12,14
41,10:59:46,10:59:46,18,15
41,11:01:52,11:01:52,13,16
41,11:04:28,11:04:28,14,17
41,11:08:31,11:08:31,16,18
41,11:10:15,11:10:15,15,19
42,10:28:00,10:28:00,0,1
42,10:29:57,10:29:57,1,2
42,10:33:33,10:33:33,2,3
42,10:35:56,10:35:56,17,4
42,10:40:53,10:40:53,3,5
42,10:47:10,10:47:10,4,6
42,10:49:40,10:49:40,5,7
42,10:51:34,10:51:34,6,8
42,10:53:51,10:53:51,7,9
42,10:56:08,10:56:08,8,10
42,10:57:42,10:57:42,9,11
42,10:59:30,10:59:30,10,12
42,11:02:22,11:02:22,11,13
42,11:04:58,11:04:58,12,14
42,11:07:46,11:07:46,18,15
42,11:09:52,11:09:52,13,16
42,11:12:28,11:12:28,14,17
42,11:16:31,11:16:31,16,18
42,11:18:15,11:18:15,15,19
43,10:36:00,10:36:00,0,1
43,10:37:57,10:37:57,1,2
43,10:41:33,10:41:33,2,3
43,10:43:56,10:43:56,17,4
43,10:48:53,10:48:53,3,5
43,10:55:10,10:55:10,4,6
43,10:57:40,10:57:40,5,7
43,10:59:34,10:59:34,6,8
43,11:01:51,11:01:51,7,9
43,11:04:08,11:04:08,8,10
43,11:05:42,11:05:42,9,11
43,11:07:30,11:07:30,10,12
43,11:10:22,11:10:22,11,13
43,11:12:58,11:12:58,12,14
43,11:15:46,11:15:46,18,15
43,11:17:52,11:17:52,13,16
43,11:20:28,11:20:28,14,17
43,11:24:31,11:24:31,16,18
43,11:26:15,11:26:15,15,19
44,10:44:00,10:44:00,0,1
44,10:45:57,10:45:57,1,2
44,10:49:33,10:49:33,2,3
44,10:51:56,10:51:56,17,4
44,10:56:53,10:56:53,3,5
44,11:03:10,11:03:10,4,6
44,11:05:40,11:05:40,5,7
44,11:07:34,11:07:34,6,8
44,11:09:51,11:09:51,7,9
44,11:12:08,11:12:08,8,10
44,11:13:42,11:13:42,9,11
44,11:15:30,11:15:30,10,12
44,11:18:22,11:18:22,11,13
44,11:20:58,11:20:58,12,14
44,11:23:46,11:23:46,18,15
44,11:25:52,11:25:52,13,16
44,11:28:28,11:28:28,14,17
44,11:32:31,11:32:31,16,18
44,11:34:15,11:34:15,15,19
45,10:52:00,10:52:00,0,1
45,10:53:57,10:53:57,1,2
45,10:57:33,10:57:33,2,3
45,10:59:56,10:59:56,17,4
45,11:04:53,11:04:53,3,5
45,11:11:10,11:11:10,4,6
45,11:13:40,11:13:40,5,7
45,11:15:34,11:15:34,6,8
45,11:17:51,11:17:51,7,9
45,11:20:08,11:20:08,8,10
45,11:21:42,11:21:42,9,11
45,11:23:30,11:23:30,10,12
45,11:26:22,11:26:22,11,13
45,11:28:58,11:28:58,12,14
45,11:31:46,11:31:46,18,15
45,11:33:52,11:33:52,13,16
45,11:36:28,11:36:28,14,17
45,11:40:31,11:40:31,16,18
45,11:42:15,11:42:15,15,19
46,11:00:00,11:00:00,0,1
46,11:01:57,11:01:57,1,2
46,11:05:33,11:05:33,2,3
46,11:07:56,11:07:56,17,4
46,11:12:53,11:12:53,3,5
46,11:19:10,11:19:10,4,6
46,11:21:40,11:21:40,5,7
46,11:23:34,11:23:34,6,8
46,11:25:51,11:25:51,7,9
46,11:28:08,11:28:08,8,10
46,11:29:42,11:29:42,9,11
46,11:31:30,11:31:30,10,12
46,11:34:22,11:34:22,11,13
46,11:36:58,11:36:58,12,14
46,11:39:46,11:39:46,18,15
46,11:41:52,11:41:52,13,16
46,11:44:28,11:44:28,14,17
46,11:48:31,11:48:31,16,18
46,11:50:15,11:50:15,15,19
47,11:08:00,11:08:00,0,1
47,11:09:57,11:09:57,1,2
47,11:13:33,11:13:33,2,3
47,11:15:56,11:15:56,17,4
47,11:20:53,11:20:53,3,5
47,11:27:10,11:27:10,4,6
47,11:29:40,11:29:40,5,7
47,11:31:34,11:31:34,6,8
47,11:33:51,11:33:51,7,9
47,11:36:08,11:36:08,8,10
47,11:37:42,11:37:42,9,11
47,11:39:30,11:39:30,10,12
47,11:42:22,11:42:22,11,13
47,11:44:58,11:44:58,12,14
47,11:47:46,11:47:46,18,15
47,11:49:52,11:49:52,13,16
47,11:52:28,11:52:28,14,17
47,11:56:31,11:56:31,16,18
47,11:58:15,11:58:15,15,19
48,11:16:00,11:16:00,0,1
48,11:17:57,11:17:57,1,2
48,11:21:33,11:21:33,2,3
48,11:23:56,11:23:56,17,4
48,11:28:53,11:28:53,3,5
48,11:35:10,11:35:10,4,6
48,11:37:40,11:37:40,5,7
48,11:39:34,11:39:34,6,8
48,11:41:51,11:41:51,7,9
48,11:44:08,11:44:08,8,10
48,11:45:42,11:45:42,9,11
48,11:47:30,11:47:30,10,12
48,11:50:22,11:50:22,11,13
48,11:52:58,11:52:58,12,14
48,11:55:46,11:55:46,18,15
48,11:57:52,11:57:52,13,16
48,12:00:28,12:00:28,14,17
48,12:04:31,12:04:31,16,18
48,12:06:15,12:06:15,15,19
49,11:24:00,11:24:00,0,1
49,11:25:57,11:25:57,1,2
49,11:29:33,11:29:33,2,3
49,11:31:56,11:31:56,17,4
49,11:36:53,11:36:53,3,5
49,11:43:10,11:43:10,4,6
49,11:45:40,11:45:40,5,7
49,11:47:34,11:47:34,6,8
49,11:49:51,11:49:51,7,9
49,11:52:08,11:52:08,8,10
49,11:53:42,11:53:42,9,11
49,11:55:30,11:55:30,10,12
49,11:58:22,11:58:22,11,13
49,12:00:58,12:00:58,12,14
49,12:03:46,12:03:46,18,15
49,12:05:52,12:05:52,13,16
49,12:08:28,12:08:28,14,17
49,12:12:31,12:12:31,16,18
49,12:14:15,12:14:15,15,19
50,11:32:00,11:32:00,0,1
50,11:33:57,11:33:57,1,2
50,11:37:33,11:37:33,2,3
50,11:39:56,11:39:56,17,4
50,11:44:53,11:44:53,3,5
50,11:51:10,11:51:10,4,6
50,11:53:40,11:53:40,5,7
50,11:55:34,11:55:34,6,8
50,11:57:51,11:57:51,7,9
50,12:00:08,12:00:08,8,10
50,12:01:42,12:01:42,9,11
50,12:03:30,12:03:30,10,12
50,12:06:22,12:06:22,11,13
50,12:08:58,12:08:58,12,14
50,12:11:46,12:11:46,18,15
50,12:13:52,12:13:52,13,16
50,12:16:28,12:16:28,14,17
50,12:20:31,12:20:31,16,18
50,12:22:15,12:22:15,15,19
51,11:40:00,11:40:00,0,1
51,11:41:57,11:41:57,1,2
51,11:45:33,11:45:33,2,3
51,11:47:56,11:47:56,17,4
51,11:52:53,11:52:53,3,5
51,11:59:10,11:59:10,4,6
51,12:01:40,12:01:40,5,7
51,12:03:34,12:03:34,6,8
51,12:05:51,12:05:51,7,9
51,12:08:08,12:08:08,8,10
51,12:09:42,12:09:42,9,11
51,12:11:30,12:11:30,10,12
51,12:14:22,12:14:22,11,13
51,12:16:58,12:16:58,12,14
51,12:19:46,12:19:46,18,15
51,12:21:52,12:21:52,13,16
51,12:24:28,12:24:28,14,17
51,12:28:31,12:28:31,16,18
51,12:30:15,12:30:15,15,19
52,11:48:00,11:48:00,0,1
52,11:49:57,11:49:57,1,2
52,11:53:33,11:53:33,2,3
52,11:55:56,11:55:56,17,4
52,12:00:53,12:00:53,3,5
52,12:07:10,12:07:10,4,6
52,12:09:40,12:09:40,5,7
52,12:11:34,12:11:34,6,8
52,12:13:51,12:13:51,7,9
52,12:16:08,12:16:08,8,10
52,12:17:42,12:17:42,9,11
52,12:19:30,12:19:30,10,12
52,12:22:22,12:22:22,11,13
52,12:24:58,12:24:58,12,14
52,12:27:46,12:27:46,18,15
52,12:29:52,12:29:52,13,16
52,12:32:28,12:32:28,14,17
52,12:36:31,12:36:31,16,18
52,12:38:15,12:38:15,15,19
53,11:56:00,11:56:00,0,1
53,11:57:57,11:57:57,1,2
53,12:01:33,12:01:33,2,3
53,12:03:56,12:03:56,17,4
53,12:08:53,12:08:53,3,5
53,12:15:10,12:15:10,4,6
53,12:17:40,12:17:40,5,7
53,12:19:34,12:19:34,6,8
53,12:21:51,12:21:51,7,9
53,12:24:08,12:24:08,8,10
53,12:25:42,12:25:42,9,11
53,12:27:30,12:27:30,10,12
53,12:30:22,12:30:22,11,13
53,12:32:58,12:32:58,12,14
53,12:35:46,12:35:46,18,15
53,12:37:52,12:37:52,13,16
53,12:40:28,12:40:28,14,17
53,12:44:31,12:44:31,16,18
53,12:46:15,12:46:15,15,19
54,12:04:00,12:04:00,0,1
54,12:05:57,12:05:57,1,2
54,12:09:33,12:09:33,2,3
54,12:11:56,12:11:56,17,4
54,12:16:53,12:16:53,3,5
54,12:23:10,12:23:10,4,6
54,12:25:40,12:25:40,5,7
54,12:27:34,12:27:34,6,8
54,12:29:51,12:29:51,7,9
54,12:32:08,12:32:08,8,10
54,12:33:42,12:33:42,9,11
54,12:35:30,12:35:30,10,12
54,12:38:22,12:38:22,11,13
54,12:40:58,12:40:58,12,14
54,12:43:46,12:43:46,18,15
54,12:45:52,12:45:52,13,16
54,12:48:28,12:48:28,14,17
54,12:52:31,12:52:31,16,18
54,12:54:15,12:54:15,15,19
55,12:12:00,12:12:00,0,1
55,12:13:57,12:13:57,1,2
55,12:17:33,12:17:33,2,3
55,12:19:56,12:19:56,17,4
55,12:24:53,12:24:53,3,5
55,12:31:10,12:31:10,4,6
55,12:33:40,12:33:40,5,7
55,12:35:34,12:35:34,6,8
55,12:37:51,12:37:51,7,9
55,12:40:08,12:40:08,8,10
55,12:41:42,12:41:42,9,11
55,12:43:30,12:43:30,10,12
55,12:46:22,12:46:22,11,13
55,12:48:58,12:48:58,12,14
55,12:51:46,12:51:46,18,15
55,12:53:52,12:53:52,13,16
55,12:56:28,12:56:28,14,17
55,13:00:31,13:00:31,16,18
55,13:02:15,13:02:15,15,19
56,12:20:00,12:20:00,0,1
56,12:21:57,12:21:57,1,2
56,12:25:33,12:25:33,2,3
56,12:27:56,12:27:56,17,4
56,12:32:53,12:32:53,3,5
56,12:39:10,12:39:10,4,6
56,12:41:40,12:41:40,5,7
56,12:43:34,12:43:34,6,8
56,12:45:51,12:45:51,7,9
56,12:48:08,12:48:08,8,10
56,12:49:42,12:49:42,9,11
56,12:51:30,12:51:30,10,12
56,12:54:22,12:54:22,11,13
56,12:56:58,12:56:58,12,14
56,12:59:46,12:59:46,18,15
56,13:01:52,13:01:52,13,16
56,13:04:28,13:04:28,14,17
56,13:08:31,13:08:31,16,18
56,13:10:15,13:10:15,15,19
57,12:28:00,12:28:00,0,1
57,12:29:57,12:29:57,1,2
57,12:33:33,12:33:33,2,3
57,12:35:56,12:35:56,17,4
57,12:40:53,12:40:53,3,5
57,12:47:10,12:47:10,4,6
57,12:49:40,12:49:40,5,7
57,12:51:34,12:51:34,6,8
57,12:53:51,12:53:51,7,9
57,12:56:08,12:56:08,8,10
57,12:57:42,12:57:42,9,11
57,12:59:30,12:59:30,10,12
57,13:02:22,13:02:22,11,13
57,13:04:58,13:04:58,12,14
57,13:07:46,13:07:46,18,15
57,13:09:52,13:09:52,13,16
57,13:12:28,13:12:28,14,17
57,13:16:31,13:16:31,16,18
57,13:18:15,13:18:15,15,19
58,12:36:00,12:36:00,0,1
58,12:37:57,12:37:57,1,2
58,12:41:33,12:41:33,2,3
58,12:43:56,12:43:56,17,4
58,12:48:53,12:48:53,3,5
58,12:55:10,12:55:10,4,6
58,12:57:40,12:57:40,5,7
58,12:59:34,12:59:34,6,8
58,13:01:51,13:01:51,7,9
58,13:04:08,13:04:08,8,10
58,13:05:42,13:05:42,9,11
58,13:07:30,13:07:30,10,12
58,13:10:22,13:10:22,11,13
58,13:12:58,13:12:58,12,14
58,13:15:46,13:15:46,18,15
58,13:17:52,13:17:52,13,16
58,13:20:28,13:20:28,14,17
58,13:24:31,13:24:31,16,18
58,13:26:15,13:26:15,15,19
59,12:44:00,12:44:00,0,1
59,12:45:57,12:45:57,1,2
59,12:49:33,12:49:33,2,3
59,12:51:56,12:51:56,17,4
59,12:56:53,12:56:53,3,5
59,13:03:10,13:03:10,4,6
59,13:05:40,13:05:40,5,7
59,13:07:34,13:07:34,6,8
59,13:09:51,13:09:51,7,9
59,13:12:08,13:12:08,8,10
59,13:13:42,13:13:42,9,11
59,13:15:30,13:15:30,10,12
59,13:18:22,13:18:22,11,13
59,13:20:58,13:20:58,12,14
59,13:23:46,13:23:46,18,15
59,13:25:52,13:25:52,13,16
59,13:28:28,13:28:28,14,17
59,13:32:31,13:32:31,16,18
59,13:34:15,13:34:15,15,19
60,12:52:00,12:52:00,0,1
60,12:53:57,12:53:57,1,2
60,12:57:33,12:57:33,2,3
60,12:59:56,12:59:56,17,4
60,13:04:53,13:04:53,3,5
60,13:11:10,13:11:10,4,6
60,13:13:40,13:13:40,5,7
60,13:15:34,13:15:34,6,8
60,13:17:51,13:17:51,7,9
60,13:20:08,13:20:08,8,10
60,13:21:42,13:21:42,9,11
60,13:23:30,13:23:30,10,12
60,13:26:22,13:26:22,11,13
60,13:28:58,13:28:58,12,14
60,13:31:46,13:31:46,18,15
60,13:33:52,13:33:52,13,16
60,13:36:28,13:36:28,14,17
60,13:40:31,13:40:31,16,18
60,13:42:15,13:42:15,15,19
61,13:00:00,13:00:00,0,1
61,13:01:57,13:01:57,1,2
61,13:05:33,13:05:33,2,3
61,13:07:56,13:07:56,17,4
61,13:12:53,13:12:53,3,5
61,13:19:10,13:19:10,4,6
61,13:21:40,13:21:40,5,7
61,13:23:34,13:23:34,6,8
61,13:25:51,13:25:51,7,9
61,13:28:08,13:28:08,8,10
61,13:29:42,13:29:42,9,11
61,13:31:30,13:31:30,10,12
61,13:34:22,13:34:22,11,13
61,13:36:58,13:36:58,12,14
61,13:39:46,13:39:46,18,15
61,13:41:52,13:41:52,13,16
61,13:44:28,13:44:28,14,17
61,13:48:31,13:48:31,16,18
61,13:50:15,13:50:15,15,19
62,13:08:00,13:08:00,0,1
62,13:09:57,13:09:57,1,2
62,13:13:33,13:13:33,2,3
62,13:15:56,13:15:56,17,4
62,13:20:53,13:20:53,3,5
62,13:27:10,13:27:10,4,6
62,13:29:40,13:29:40,5,7
62,13:31:34,13:31:34,6,8
62,13:33:51,13:33:51,7,9
62,13:36:08,13:36:08,8,10
62,13:37:42,13:37:42,9,11
62,13:39:30,13:39:30,10,12
62,13:42:22,13:42:22,11,13
62,13:44:58,13:44:58,12,14
62,13:47:46,13:47:46,18,15
62,13:49:52,13:49:52,13,16
62,13:52:28,13:52:28,14,17
62,13:56:31,13:56:31,16,18
62,13:58:15,13:58:15,15,19
63,13:16:00,13:16:00,0,1
63,13:17:57,13:17:57,1,2
63,13:21:33,13:21:33,2,3
63,13:23:56,13:23:56,17,4
63,13:28:53,13:28:53,3,5
63,13:35:10,13:35:10,4,6
63,13:37:40,13:37:40,5,7
63,13:39:34,13:39:34,6,8
63,13:41:51,13:41:51,7,9
63,13:44:08,13:44:08,8,10
63,13:45:42,13:45:42,9,11
63,13:47:30,13:47:30,10,12
63,13:50:22,13:50:22,11,13
63,13:52:58,13:52:58,12,14
63,13:55:46,13:55:46,18,15
63,13:57:52,13:57:52,13,16
63,14:00:28,14:00:28,14,17
63,14:04:31,14:04:31,16,18
63,14:06:15,14:06:15,15,19
64,13:24:00,13:24:00,0,1
64,13:25:57,13:25:57,1,2
64,13:29:33,13:29:33,2,3
64,13:31:56,13:31:56,17,4
64,13:36:53,13:36:53,3,5
64,13:43:10,13:43:10,4,6
64,13:45:40,13:45:40,5,7
64,13:47:34,13:47:34,6,8
64,13:49:51,13:49:51,7,9
64,13:52:08,13:52:08,8,10
64,13:53:42,13:53:42,9,11
64,13:55:30,13:55:30,10,12
64,13:58:22,13:58:22,11,13
64,14:00:58,14:00:58,12,14
64,14:03:46,14:03:46,18,15
64,14:05:52,14:05:52,13,16
64,14:08:28,14:08:28,14,17
64,14:12:31,14:12:31,16,18
64,14:14:15,14:14:15,15,19
65,13:32:00,13:32:00,0,1
65,13:33:57,13:33:57,1,2
65,13:37:33,13:37:33,2,3
65,13:39:56,13:39:56,17,4
65,13:44:53,13:44:53,3,5
65,13:51:10,13:51:10,4,6
65,13:53:40,13:53:40,5,7
65,13:55:34,13:55:34,6,8
65,13:57:51,13:57:51,7,9
65,14:00:08,14:00:08,8,10
65,14:01:42,14:01:42,9,11
65,14:03:30,14:03:30,10,12
65,14:06:22,14:06:22,11,13
65,14:08:58,14:08:58,12,14
65,14:11:46,14:11:46,18,15
65,14:13:52,14:13:52,13,16
65,14:16:28,14:16:28,14,17
65,14:20:31,14:20:31,16,18
65,14:22:15,14:22:15,15,19
66,13:40:00,13:40:00,0,1
66,13:41:57,13:41:57,1,2
66,13:45:33,13:45:33,2,3
66,13:47:56,13:47:56,17,4
66,13:52:53,13:52:53,3,5
66,13:59:10,13:59:10,4,6
66,14:01:40,14:01:40,5,7
66,14:03:34,14:03:34,6,8
66,14:05:51,14:05:51,7,9
66,14:08:08,14:08:08,8,10
66,14:09:42,14:09:42,9,11
66,14:11:30,14:11:30,10,12
66,14:14:22,14:14:22,11,13
66,14:16:58,14:16:58,12,14
66,14:19:46,14:19:46,18,15
66,14:21:52,14:21:52,13,16
66,14:24:28,14:24:28,14,17
66,14:28:31,14:28:31,16,18
66,14:30:15,14:30:15,15,19
67,13:48:00,13:48:00,0,1
67,13:49:57,13:49:57,1,2
67,13:53:33,13:53:33,2,3
67,13:55:56,13:55:56,17,4
67,14:00:53,14:00:53,3,5
67,14:07:10,14:07:10,4,6
67,14:09:40,14:09:40,5,7
67,14:11:34,14:11:34,6,8
67,14:13:51,14:13:51,7,9
67,14:16:08,14:16:08,8,10
67,14:17:42,14:17:42,9,11
67,14:19:30,14:19:30,10,12
67,14:22:22,14:22:22,11,13
67,14:24:58,14:24:58,12,14
67,14:27:46,14:27:46,18,15
67,14:29:52,14:29:52,13,16
67,14:32:28,14:32:28,14,17
67,14:36:31,14:36:31,16,18
67,14:38:15,14:38:15,15,19
68,13:56:00,13:56:00,0,1
68,13:57:57,13:57:57,1,2
68,14:01:33,14:01:33,2,3
68,14:03:56,14:03:56,17,4
68,14:08:53,14:08:53,3,5
68,14:15:10,14:15:10,4,6
68,14:17:40,14:17:40,5,7
68,14:19:34,14:19:34,6,8
68,14:21:51,14:21:51,7,9
68,14:24:08,14:24:08,8,10
68,14:25:42,14:25:42,9,11
68,14:27:30,14:27:30,10,12
68,14:30:22,14:30:22,11,13
68,14:32:58,14:32:58,12,14
68,14:35:46,14:35:46,18,15
68,14:37:52,14:37:52,13,16
68,14:40:28,14:40:28,14,17
68,14:44:31,14:44:31,16,18
68,14:46:15,14:46:15,15,19
69,14:04:00,14:04:00,0,1
69,14:05:57,14:05:57,1,2
69,14:09:33,14:09:33,2,3
69,14:11:56,14:11:56,17,4
69,14:16:53,14:16:53,3,5
69,14:23:10,14:23:10,4,6
69,14:25:40,14:25:40,5,7
69,14:27:34,14:27:34,6,8
69,14:29:51,14:29:51,7,9
69,14:32:08,14:32:08,8,10
69,14:33:42,14:33:42,9,11
69,14:35:30,14:35:30,10,12
69,14:38:22,14:38:22,11,13
69,14:40:58,14:40:58,12,14
69,14:43:46,14:43:46,18,15
69,14:45:52,14:45:52,13,16
69,14:48:28,14:48:28,14,17
69,14:52:31,14:52:31,16,18
69,14:54:15,14:54:15,15,19
70,14:12:00,14:12:00,0,1
70,14:13:57,14:13:57,1,2
70,14:17:33,14:17:33,2,3
70,14:19:56,14:19:56,17,4
70,14:24:53,14:24:53,3,5
70,14:31:10,14:31:10,4,6
70,14:33:40,14:33:40,5,7
70,14:35:34,14:35:34,6,8
70,14:37:51,14:37:51,7,9
70,14:40:08,14:40:08,8,10
70,14:41:42,14:41:42,9,11
70,14:43:30,14:43:30,10,12
70,14:46:22,14:46:22,11,13
70,14:48:58,14:48:58,12,14
70,14:51:46,14:51:46,18,15
70,14:53:52,14:53:52,13,16
70,14:56:28,14:56:28,14,17
70,15:00:31,15:00:31,16,18
70,15:02:15,15:02:15,15,19
71,14:20:00,14:20:00,0,1
71,14:21:57,14:21:57,1,2
71,14:25:33,14:25:33,2,3
71,14:27:56,14:27:56,17,4
71,14:32:53,14:32:53,3,5
71,14:39:10,14:39:10,4,6
71,14:41:40,14:41:40,5,7
71,14:43:34,14:43:34,6,8
71,14:45:51,14:45:51,7,9
71,14:48:08,14:48:08,8,10
71,14:49:42,14:49:42,9,11
71,14:51:30,14:51:30,10,12
71,14:54:22,14:54:22,11,13
71,14:56:58,14:56:58,12,14
71,14:59:46,14:59:46,18,15
71,15:01:52,15:01:52,13,16
71,15:04:28,15:04:28,14,17
71,15:08:31,15:08:31,16,18
71,15:10:15,15:10:15,15,19
72,14:28:00,14:28:00,0,1
72,14:29:57,14:29:57,1,2
72,14:33:33,14:33:33,2,3
72,14:35:56,14:35:56,17,4
72,14:40:53,14:40:53,3,5
72,14:47:10,14:47:10,4,6
72,14:49:40,14:49:40,5,7
72,14:51:34,14:51:34,6,8
72,14:53:51,14:53:51,7,9
72,14:56:08,14:56:08,8,10
72,14:57:42,14:57:42,9,11
72,14:59:30,14:59:30,10,12
72,15:02:22,15:02:22,11,13
72,15:04:58,15:04:58,12,14
72,15:07:46,15:07:46,18,15
72,15:09:52,15:09:52,13,16
72,15:12:28,15:12:28,14,17
72,15:16:31,15:16:31,16,18
72,15:18:15,15:18:15,15,19
73,14:36:00,14:36:00,0,1
73,14:37:57,14:37:57,1,2
73,14:41:33,14:41:33,2,3
73,14:43:56,14:43:56,17,4
73,14:48:53,14:48:53,3,5
73,14:55:10,14:55:10,4,6
73,14:57:40,14:57:40,5,7
73,14:59:34,14:59:34,6,8
73,15:01:51,15:01:51,7,9
73,15:04:08,15:04:08,8,10
73,15:05:42,15:05:42,9,11
73,15:07:30,15:07:30,10,12
73,15:10:22,15:10:22,11,13
73,15:12:58,15:12:58,12,14
73,15:15:46,15:15:46,18,15
73,15:17:52,15:17:52,13,16
73,15:20:28,15:20:28,14,17
73,15:24:31,15:24:31,16,18
73,15:26:15,15:26:15,15,19
74,14:44:00,14:44:00,0,1
74,14:45:57,14:45:57,1,2
74,14:49:33,14:49:33,2,3
74,14:51:56,14:51:56,17,4
74,14:56:53,14:56:53,3,5
74,15:03:10,15:03:10,4,6
74,15:05:40,15:05:40,5,7
74,15:07:34,15:07:34,6,8
74,15:09:51,15:09:51,7,9
74,15:12:08,15:12:08,8,10
74,15:13:42,15:13:42,9,11
74,15:15:30,15:15:30,10,12
74,15:18:22,15:18:22,11,13
74,15:20:58,15:20:58,12,14
74,15:23:46,15:23:46,18,15
74,15:25:52,15:25:52,13,16
74,15:28:28,15:28:28,14,17
74,15:32:31,15:32:31,16,18
74,15:34:15,15:34:15,15,19
75,14:52:00,14:52:00,0,1
75,14:53:57,14:53:57,1,2
75,14:57:33,14:57:33,2,3
75,14:59:56,14:59:56,17,4
75,15:04:53,15:04:53,3,5
75,15:11:10,15:11:10,4,6
75,15:13:40,15:13:40,5,7
75,15:15:34,15:15:34,6,8
75,15:17:51,15:17:51,7,9
75,15:20:08,15:20:08,8,10
75,15:21:42,15:21:42,9,11
75,15:23:30,15:23:30,10,12
75,15:26:22,15:26:22,11,13
75,15:28:58,15:28:58,12,14
75,15:31:46,15:31:46,18,15
75,15:33:52,15:33:52,13,16
75,15:36:28,15:36:28,14,17
75,15:40:31,15:40:31,16,18
75,15:42:15,15:42:15,15,19
76,15:00:00,15:00:00,0,1
76,15:01:57,15:01:57,1,2
76,15:05:33,15:05:33,2,3
76,15:07:56,15:07:56,17,4
76,15:12:53,15:12:53,3,5
76,15:19:10,15:19:10,4,6
76,15:21:40,15:21:40,5,7
76,15:23:34,15:23:34,6,8
76,15:25:51,15:25:51,7,9
76,15:28:08,15:28:08,8,10
76,15:29:42,15:29:42,9,11
76,15:31:30,15:31:30,10,12
76,15:34:22,15:34:22,11,13
76,15:36:58,15:36:58,12,14
76,15:39:46,15:39:46,18,15
76,15:41:52,15:41:52,13,16
76,15:44:28,15:44:28,14,17
76,15:48:31,15:48:31,16,18
76,15:50:15,15:50:15,15,19
77,15:08:00,15:08:00,0,1
77,15:09:57,15:09:57,1,2
77,15:13:33,15:13:33,2,3
77,15:15:56,15:15:56,17,4
77,15:20:53,15:20:53,3,5
77,15:27:10,15:27:10,4,6
77,15:29:40,15:29:40,5,7
77,15:31:34,15:31:34,6,8
77,15:33:51,15:33:51,7,9
77,15:36:08,15:36:08,8,10
77,15:37:42,15:37:42,9,11
77,15:39:30,15:39:30,10,12
77,15:42:22,15:42:22,11,13
77,15:44:58,15:44:58,12,14
77,15:47:46,15:47:46,18,15
77,15:49:52,15:49:52,13,16
77,15:52:28,15:52:28,14,17
77,15:56:31,15:56:31,16,18
77,15:58:15,15:58:15,15,19
78,15:16:00,15:16:00,0,1
78,15:17:57,15:17:57,1,2
78,15:21:33,15:21:33,2,3
78,15:23:56,15:23:56,17,4
78,15:28:53,15:28:53,3,5
78,15:35:10,15:35:10,4,6
78,15:37:40,15:37:40,5,7
78,15:39:34,15:39:34,6,8
78,15:41:51,15:41:51,7,9
78,15:44:08,15:44:08,8,10
78,15:45:42,15:45:42,9,11
78,15:47:30,15:47:30,10,12
78,15:50:22,15:50:22,11,13
78,15:52:58,15:52:58,12,14
78,15:55:46,15:55:46,18,15
78,15:57:52,15:57:52,13,16
78,16:00:28,16:00:28,14,17
78,16:04:31,16:04:31,16,18
78,16:06:15,16:06:15,15,19
79,15:24:00,15:24:00,0,1
79,15:25:57,15:25:57,1,2
79,15:29:33,15:29:33,2,3
79,15:31:56,15:31:56,17,4
79,15:36:53,15:36:53,3,5
79,15:43:10,15:43:10,4,6
79,15:45:40,15:45:40,5,7
79,15:47:34,15:47:34,6,8
79,15:49:51,15:49:51,7,9
79,15:52:08,15:52:08,8,10
79,15:53:42,15:53:42,9,11
79,15:55:30,15:55:30,10,12
79,15:58:22,15:58:22,11,13
79,16:00:58,16:00:58,12,14
79,16:03:46,16:03:46,18,15
79,16:05:52,16:05:52,13,16
79,16:08:28,16:08:28,14,17
79,16:12:31,16:12:31,16,18
79,16:14:15,16:14:15,15,19
80,15:32:00,15:32:00,0,1
80,15:33:57,15:33:57,1,2
80,15:37:33,15:37:33,2,3
80,15:39:56,15:39:56,17,4
80,15:44:53,15:44:53,3,5
80,15:51:10,15:51:10,4,6
80,15:53:40,15:53:40,5,7
80,15:55:34,15:55:34,6,8
80,15:57:51,15:57:51,7,9
80,16:00:08,16:00:08,8,10
80,16:01:42,16:01:42,9,11
80,16:03:30,16:03:30,10,12
80,16:06:22,16:06:22,11,13
80,16:08:58,16:08:58,12,14
80,16:11:46,16:11:46,18,15
80,16:13:52,16:13:52,13,16
80,16:16:28,16:16:28,14,17
80,16:20:31,16:20:31,16,18
80,16:22:15,16:22:15,15,19
81,15:40:00,15:40:00,0,1
81,15:41:57,15:41:57,1,2
81,15:45:33,15:45:33,2,3
81,15:47:56,15:47:56,17,4
81,15:52:53,15:52:53,3,5
81,15:59:10,15:59:10,4,6
81,16:01:40,16:01:40,5,7
81,16:03:34,16:03:34,6,8
81,16:05:51,16:05:51,7,9
81,16:08:08,16:08:08,8,10
81,16:09:42,16:09:42,9,11
81,16:11:30,16:11:30,10,12
81,16:14:22,16:14:22,11,13
81,16:16:58,16:16:58,12,14
81,16:19:46,16:19:46,18,15
81,16:21:52,16:21:52,13,16
81,16:24:28,16:24:28,14,17
81,16:28:31,16:28:31,16,18
81,16:30:15,16:30:15,15,19
82,15:48:00,15:48:00,0,1
82,15:49:57,15:49:57,1,2
82,15:53:33,15:53:33,2,3
82,15:55:56,15:55:56,17,4
82,16:00:53,16:00:53,3,5
